ra,dec,mjd_u,u,g,r,i,z,objID
12.2039995096982,-0.767178828512379,54413.2640354,24.75288,25.45972,23.93034,23.82936,20.36438,8658200972268864225
12.205257691114,-0.768871756380495,53705.2460237401,24.92304,25.15212,24.39367,24.11521,20.77432,8658195728113075079
12.207983126175,-0.762022959610856,53697.26025205,24.63225,25.11246,23.16431,21.05505,22.82723,8658195603559022619
12.2084141712344,-0.765155179854168,54061.2776978,23.35769,24.1884,21.94912,22.04424,22.12846,8658198597387092425
12.2084284826199,-0.765061276796357,53994.35381256,23.38944,23.4911,22.31304,21.89062,21.82901,8658197579219206877
12.2084331908066,-0.761796018085588,54059.26669252,18.29919,16.50286,15.83791,15.57025,15.5117,8658198545613062185
12.2084526593958,-0.765212820307496,52910.325513,22.95086,23.10886,22.26723,21.75112,21.3295,8658188087345545833
12.2084783439675,-0.76515176929776,53676.33989798,23.33051,23.51845,22.59371,21.66208,21.2697,8658195225595478859
12.2084895533129,-0.761724644374744,54418.2645331,18.30473,16.49149,15.84963,15.60827,15.49068,8658201040989061122
12.208498175596,-0.761744264904646,53700.25915223,18.33248,16.5546,15.87447,15.63246,15.52942,8658195646510792747
12.2085011959965,-0.761723590243286,54061.2776978,18.24198,16.48636,15.82009,15.60799,15.49136,8658198597387091976
12.2085029545289,-0.761713426272599,54417.26613289,18.33413,16.4995,15.85095,15.60756,15.49319,8658201028077092883
12.2085038495461,-0.76172346134622,54024.37234625,18.21939,16.48507,15.83573,15.59666,15.48518,8658198021601296386
12.2085051465208,-0.761736480224316,54379.35000075,18.27284,16.48393,15.81911,15.59588,15.48302,8658200452577755140
12.2085059730116,-0.761734533395369,54413.26444998,18.32432,16.47694,15.83825,15.59642,15.48451,8658200972268929026
12.2085060152985,-0.761721492468962,54402.35143905,18.33779,16.48722,15.83728,15.59936,15.50103,8658200783287615530
12.2085066878462,-0.761737259845673,53990.34381977,18.46422,16.49629,15.81384,15.58573,15.49027,8658197471842009096
12.2085081439451,-0.761733191687904,54053.2704134,18.27073,16.5654,15.83872,15.58945,15.48503,8658198438239141978
12.2085085308208,-0.761704370360186,54362.35945432,18.24807,16.47797,15.84297,15.59673,15.45973,8658200246410477617
12.2085085912296,-0.76169800724445,52558.3538824,18.24398,16.50189,15.83987,15.6026,15.49372,8658184836068999187
12.2085097223782,-0.761713902475878,54010.29187352,18.2812,16.4992,15.83227,15.60203,15.50639,8658197879891361802
12.2085097979094,-0.761709936223532,54049.30644961,18.23468,16.5005,15.82938,15.58476,15.50487,8658198360908365860
12.2085118575063,-0.761711726833542,53671.35071196,18.29733,16.48703,15.84423,15.59947,15.4825,8658195135395921992
12.2085120697946,-0.761742400645875,54047.31044621,18.90318,16.73045,15.85734,15.55457,15.45385,8658198330839466007
12.2085121277288,-0.761717552920067,54424.20497897,18.29865,16.4965,15.8383,15.59535,15.47952,8658201135446032395
12.2085123915116,-0.761729147986672,54382.33973901,18.23436,16.5013,15.83774,15.58629,15.4778,8658200512681476116
12.208512418076,-0.761708319515488,52910.325513,18.26072,16.47218,15.83946,15.586,15.47955,8658188087345545227
