ra,dec,mjd_i,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,objID,modelMagErr_i
12.1998850924271,-0.806746206717093,51081.3166816,22.87984,21.95263,21.40232,21.45496,20.78061,8658170821574656268,0.1409746
12.2003308891867,-0.800285832307456,51081.3166816,24.77208,22.62179,21.74748,21.47378,20.18061,8658170821574656490,0.1920575
12.2361463767898,-0.778697378210224,51081.3166816,21.70655,25.68972,26.00932,24.69569,22.26365,8658170821574656168,0.9218794
12.1973370943001,-0.808050522170016,51081.3166816,20.99716,19.85078,19.33234,19.05104,18.92611,8658170821574656157,0.02385843
12.236668313054,-0.741453330077854,51081.3166816,26.36404,22.88194,21.37044,20.68087,20.20522,8658170821574656526,0.09109448
12.1981676005221,-0.737002151181965,51081.3166816,22.3483,19.79178,18.24438,16.9851,16.27392,8658170821574656074,0.005008484
12.1985439865697,-0.793569743581438,51081.3166816,22.71824,20.04475,18.71737,18.29108,18.00278,8658170821574656075,0.01057962
12.2405290406073,-0.778740204009522,51081.3166816,21.70457,24.86007,24.46005,23.79097,22.92722,8658170821574656172,0.846921
12.2126340827859,-0.778558905062162,51081.3166816,21.79666,25.7369,24.50395,23.97381,23.07018,8658170821574656163,0.9131277
12.2132700572233,-0.806899307187725,51081.3166816,22.88907,22.4951,22.59753,21.32307,23.43168,8658170821574656291,0.1242868
12.2127331675742,-0.799976668268843,51081.3166816,24.3321,23.16548,21.82884,21.06559,20.74427,8658170821574656505,0.1086564
12.2205750574659,-0.753939064022779,51081.3166816,23.36049,22.1284,21.61333,22.26409,21.73585,8658170821574656305,0.4719259
12.2422514420028,-0.727886102686378,51081.3166816,20.81354,19.5988,19.72829,19.82684,20.05039,8658170821574656091,0.03285837
12.2217792899404,-0.767641990591049,51081.3166816,24.49136,24.36838,25.83007,23.87749,20.5213,8658170821574656693,0.8827642
12.2211593595415,-0.778656073263187,51081.3166816,21.77786,25.64283,24.06663,24.64572,23.32507,8658170821574656087,0.9345675
12.1684916186109,-0.815632927297636,51081.3166816,23.16291,22.51576,21.34752,20.8853,21.09715,8658170821574656218,0.1008864
12.2215000609161,-0.799232025727789,51081.3166816,24.76299,23.14179,22.13636,20.67089,19.72733,8658170821574656511,0.06765096
12.2475175659162,-0.782541527390143,51081.3166816,22.15517,22.02517,21.31164,21.04967,21.08701,8658170821574656339,0.1114085
12.2198216092204,-0.786489514731386,51081.3166816,22.9213,22.52854,21.09521,20.18061,19.50952,8658170821574656304,0.05110618
12.175793489109,-0.717075861785625,51081.3166816,23.76937,22.48919,22.21314,22.2593,21.72436,8658170821574656227,0.3050648
12.1754990387697,-0.819405789270019,51081.3166816,25.42753,22.08375,21.14211,20.65093,20.35935,8658170821574656226,0.09681718
12.1748815968659,-0.760160843677237,51081.3166816,24.11133,21.90988,21.04632,20.90922,20.66839,8658170821574656224,0.1175386
12.2478480589598,-0.797002958042188,51081.3166816,22.41032,20.68553,19.28235,18.75006,18.40162,8658170821574656128,0.01429692
12.2478233450919,-0.719826786422248,51081.3166816,22.36091,21.06322,20.54296,20.1946,20.11161,8658170821574656340,0.04630721
12.2236150351677,-0.786714702590739,51081.3166816,23.4434,23.03791,21.79809,21.74137,22.13745,8658170821574656512,0.1815884
12.1775845484923,-0.748846519500439,51081.3166816,22.79337,22.05099,21.3515,21.0427,20.87096,8658170821574656231,0.1187275
12.2238684058826,-0.776915253558054,51081.3166816,25.60204,22.28293,20.79471,20.04871,19.44579,8658170821574656085,0.03971372
12.1779711727457,-0.821885910323332,51081.3166816,22.7022,24.78569,22.35829,21.41235,20.8539,8658170821574656618,0.185818
12.1786345614453,-0.810821031398687,51081.3166816,26.37879,22.86935,21.95663,22.42976,20.93703,8658170821574656467,0.4310726
12.2320629486687,-0.74090891871356,51081.3166816,23.36296,23.14179,21.78222,21.97856,21.98853,8658170821574656518,0.2500876
12.1769254819375,-0.733073653566515,51081.3166816,23.89498,21.73171,20.28013,19.76887,19.36409,8658170821574656230,0.06035606
12.1774452182794,-0.781325005660583,51081.3166816,23.91842,23.04939,22.02288,21.58951,22.01673,8658170821574656465,0.1537378
12.1774587175049,-0.81705753574344,51081.3166816,24.04023,23.8083,22.28385,22.13887,20.6732,8658170821574656466,0.2500179
12.1766967973247,-0.753234088492192,51081.3166816,23.92764,23.78316,22.68038,21.13028,20.50088,8658170821574656615,0.1205057
12.1771552175838,-0.775279869564658,51081.3166816,24.39829,22.75957,22.19052,20.95804,20.80637,8658170821574656617,0.1189149
12.1766362127631,-0.729349733660133,51081.3166816,20.79557,19.88077,18.83937,18.37208,17.96979,8658170821574656149,0.01673751
12.2321106100362,-0.730774333527863,51081.3166816,26.10853,23.45005,22.52491,21.8857,21.69418,8658170821574656644,0.2003384
12.2280591173828,-0.732396567190738,51081.3166816,23.91378,23.54667,25.52537,24.21188,20.41509,8658170821574656694,1.02135
12.2278680103546,-0.791028920622383,51081.3166816,22.72955,22.15617,21.39136,21.42821,20.55334,8658170821574656316,0.1672492
12.1854290704633,-0.778037846582479,51081.3166816,24.27058,22.88677,22.25539,22.23049,23.54457,8658170821574656479,0.3037587
12.1787740574468,-0.765119495468069,51081.3166816,23.98694,24.78804,22.87666,21.32406,20.70782,8658170821574656619,0.150122
12.2247558718549,-0.72740912535246,51081.3166816,22.69747,22.02418,21.66105,21.54701,21.13844,8658170821574656312,0.1969763
12.1791216684142,-0.758211813553624,51081.3166816,23.3256,22.3778,20.92952,20.31247,19.87024,8658170821574656236,0.0649199
12.1790883882333,-0.778623055161356,51081.3166816,21.60242,25.0601,25.32159,25.49933,22.58529,8658170821574656150,0.6044056
12.1797109117622,-0.717196673254235,51081.3166816,25.50956,24.44183,22.04461,21.02876,21.20845,8658170821574656469,0.1205043
12.1812630924191,-0.802411818108753,51081.3166816,26.19167,25.05598,24.67363,24.46392,20.4229,8658170821574656689,0.9659957
12.2274013141978,-0.73926885824836,51081.3166816,25.99208,24.24739,24.35532,21.86415,23.46956,8658170821574656639,0.1953964
12.181136477185,-0.779225869341271,51081.3166816,25.32941,22.95628,21.68888,21.45694,20.89745,8658170821574656472,0.1511945
12.2262155867481,-0.816422413052348,51081.3166816,23.52047,20.76348,19.24435,18.37808,17.85282,8658170821574656127,0.01095631
12.1807133127271,-0.733677356806415,51081.3166816,24.66444,20.53061,19.06136,18.52108,18.2307,8658170821574656122,0.01757448
12.2085599614099,-0.765256779288373,51081.3166816,22.66813,23.79492,21.83876,21.29726,22.17485,8658170821574656498,0.1378455
12.2089026762447,-0.75510536012485,51081.3166816,22.70975,21.73071,20.87061,20.59405,21.15671,8658170821574656282,0.1027195
12.2082111306394,-0.744732713506466,51081.3166816,20.28513,17.85784,16.68039,16.2411,15.93693,8658170821574656079,0.003827513
12.2085173462175,-0.761687831716448,51081.3166816,18.27248,16.50584,15.85239,15.6221,15.47093,8658170821574656017,0.003269799
12.2091147328855,-0.750562662244978,51081.3166816,22.15321,22.06886,21.58748,21.09844,21.2597,8658170821574656286,0.107232
12.2085410326292,-0.749562059789809,51081.3166816,23.62866,23.38134,21.35649,20.52517,20.40141,8658170821574656285,0.09413511
12.183973957843,-0.728216219199404,51081.3166816,22.33081,21.9228,20.82068,20.54813,20.24457,8658170821574656246,0.08671858
12.183508276827,-0.739591120900798,51081.3166816,23.6754,21.83327,20.88759,20.52817,19.82363,8658170821574656245,0.09597289
12.2350264054838,-0.789311991967864,51081.3166816,21.66393,25.8146,25.83895,23.78027,22.06566,8658170821574656167,0.8428746
12.1829650057101,-0.729478285722561,51081.3166816,22.61681,23.47096,21.86651,21.50743,21.31129,8658170821574656474,0.1816148
12.1836318590381,-0.732658810529545,51081.3166816,23.5806,23.8183,21.77328,20.93015,20.0899,8658170821574656477,0.1366882
12.1835579446736,-0.795374113969719,51081.3166816,22.9213,24.75527,22.77037,21.93169,22.24478,8658170821574656621,0.2059489
12.1877967243095,-0.794374264390103,51081.3166816,22.47789,24.2678,22.79323,21.4817,20.64429,8658170821574656625,0.1623866
12.2343210305837,-0.773705517902859,51081.3166816,24.60832,23.55292,21.7971,21.08052,20.74427,8658170821574656522,0.138939
12.2343865967475,-0.762019959413216,51081.3166816,24.89476,23.08759,21.42822,20.00974,19.32422,8658170821574656521,0.03813829
12.1874640199059,-0.736106761903598,51081.3166816,22.03149,21.77353,20.14219,18.98804,18.55651,8658170821574656485,0.04398169
12.1872299605961,-0.744036639249179,51081.3166816,23.03139,22.62669,21.8338,21.6448,21.24806,8658170821574656481,0.240915
12.1880918316387,-0.728849686230625,51081.3166816,21.78478,21.01527,20.06121,19.64592,19.20057,8658170821574656249,0.04421286
12.2099651310451,-0.806439383200807,51081.3166816,23.02599,23.29141,22.24164,22.41464,22.26556,8658170821574656500,0.317681
12.1704546330624,-0.752288584281234,51081.3166816,22.97615,20.92336,19.36334,18.16509,17.51187,8658170821574656120,0.009569163
12.1694762324858,-0.778624999507201,51081.3166816,21.7442,25.00813,25.05128,24.00108,21.2731,8658170821574656148,0.9190717
12.2100345621492,-0.78134393169432,51081.3166816,21.56767,21.02027,20.50399,20.23656,20.4434,8658170821574656162,0.06339386
12.2099806579805,-0.729839645194448,51081.3166816,22,21.35078,20.55595,20.49123,19.90196,8658170821574656287,0.07334638
12.2103884733347,-0.81802062754894,51081.3166816,25.8878,22.52166,21.0004,20.03472,19.56227,8658170821574656289,0.04783804
12.209859908386,-0.768451263212589,51081.3166816,23.46093,23.52784,22.59076,21.82393,21.14667,8658170821574656636,0.1960405
12.1743407364825,-0.727883900978908,51081.3166816,23.21164,23.29048,22.98455,21.79938,21.70662,8658170821574656612,0.185994
12.2431816382268,-0.734132599881434,51081.3166816,26.51382,22.55998,21.72166,20.99988,20.42681,8658170821574656531,0.1254024
12.2111295089242,-0.767285113853133,51081.3166816,23.25632,23.76374,21.82487,21.55393,20.47654,8658170821574656502,0.1831232
12.2438406331356,-0.805242484002665,51081.3166816,25.68455,21.77353,19.91026,19.39298,18.98901,8658170821574656331,0.02782185
12.2109385413658,-0.71976369926621,51081.3166816,22.37546,22.17798,22.41592,21.51535,21.69652,8658170821574656290,0.1774522
12.1729287974951,-0.758242168062448,51081.3166816,26.46699,22.15121,21.17702,21.99319,22.77628,8658170821574656221,0.4573444
12.2172720718147,-0.804688369712304,51081.3166816,24.81557,22.68541,21.63819,21.34292,22.74491,8658170821574656508,0.1971299
12.2171366553733,-0.726042559348104,51081.3166816,24.58672,22.59924,20.83067,20.10567,19.81073,8658170821574656507,0.05703503
12.2448852559735,-0.801528966531332,51081.3166816,25.6853,23.67714,21.89228,21.16807,21.45978,8658170821574656532,0.1204593
12.2449525709704,-0.736920637880061,51081.3166816,22.16105,21.21202,20.19017,19.79986,19.35512,8658170821574656334,0.03885792
12.2169015508026,-0.809101316681577,51081.3166816,20.69073,19.49181,19.59532,19.74188,19.86628,8658170821574656081,0.03041416
12.1891072590261,-0.822084878466585,51081.3166816,22.04525,24.49,25.70094,25.09628,23.1197,8658170821574656151,0.7817924
12.2169491050948,-0.778619309053066,51081.3166816,21.97833,24.59286,24.66912,23.35825,24.15127,8658170821574656164,0.6677167
12.1895893587504,-0.752715772045963,51081.3166816,23.87159,22.31458,21.48996,21.36475,20.88421,8658170821574656250,0.1708452
12.2160801117751,-0.770389294088957,51081.3166816,23.84952,22.15022,21.04232,20.68785,20.0741,8658170821574656300,0.08073575
12.1884669478935,-0.816692095784135,51081.3166816,27.07932,22.82183,21.11717,20.47326,20.28484,8658170821574656483,0.07492124
12.2225841842481,-0.725575907419449,51081.3166816,23.72898,20.60658,18.96437,18.24508,17.80583,8658170821574656308,0.01925314
12.1860298693979,-0.815324945514702,51081.3166816,22.08652,21.85616,21.43021,21.67143,21.01565,8658170821574656248,0.1659298
12.222865366616,-0.780027249888559,51081.3166816,23.07088,21.97351,21.47303,21.34887,21.30244,8658170821574656086,0.1591833
12.2225606878897,-0.778728449541008,51081.3166816,20.99117,18.89983,18.00939,17.72909,17.50787,8658170821574656084,0.007186007
12.2306701462934,-0.801960540570485,51081.3166816,23.22889,24.04566,22.0614,21.44208,20.39164,8658170821574656515,0.1332998
12.2308924610933,-0.791262976979041,51081.3166816,22.81765,22.09864,21.42324,21.36276,21.3166,8658170821574656323,0.1309132
12.1821512272149,-0.752902865402943,51081.3166816,23.06194,22.57177,21.33656,20.95804,21.03889,8658170821574656241,0.1104661
12.1816393479516,-0.754394432870817,51081.3166816,26.51288,23.34995,21.59941,21.69804,20.73277,8658170821574656242,0.21323
12.182596611898,-0.793341984672872,51081.3166816,23.37859,23.10378,22.0298,21.59544,20.80446,8658170821574656473,0.1769878
12.1820943117983,-0.752776348709749,51819.3874643,23.53528,22.51353,21.22625,20.94909,20.36709,8658177822391075324,0.1028152
12.1816262417912,-0.754500772649868,51819.3874643,25.81175,23.01753,22.19579,21.52031,20.69812,8658177822391075491,0.1396422
12.1826305015561,-0.793411300269335,51819.3874643,21.89747,23.08829,21.95699,21.62309,20.93788,8658177822391075492,0.1714224
12.182639725547,-0.739174310613502,51819.3874643,22.88451,23.60158,22.79453,21.48765,21.36134,8658177822391075328,0.1137769
12.1860393214795,-0.815304956048765,51819.3874643,22.48754,21.76729,21.44053,21.1462,20.98757,8658177822391075050,0.08077595
12.1862168248278,-0.761437421879237,51819.3874643,25.2174,25.89471,23.68614,24.28309,22.11408,8658177822391075671,1.020867
12.1730042123629,-0.758307788440258,51819.3874643,23.64341,22.30542,22.00248,21.72071,21.19208,8658177822391075300,0.1368077
12.1704871183797,-0.752290394180836,51819.3874643,24.50792,20.85115,19.3187,18.13309,17.48278,8658177822391074990,0.008599525
