ra,dec,mjd_g,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,objID,modelMagErr_i,modelMagErr_g,thingID
12.1787658192517,-0.765121916660308,51081.31916392,24.10408,24.46844,22.92323,21.34272,20.78671,1237646010551632522,0.1406847,0.9325854,77759392
12.2328611986525,-0.792741827121649,51081.31916392,24.95448,21.38438,19.66435,19.09592,18.62216,1237646010551632214,0.02312078,0.08726028,77759408
12.2343875554169,-0.762024327785519,51081.31916392,25.233,23.10472,21.44345,20.00485,19.34097,1237646010551632424,0.0362421,0.2873599,77759409
12.236657028475,-0.741448325676742,51081.31916392,26.11234,22.91611,21.36578,20.67958,20.20547,1237646010551632429,0.0852554,0.3191082,77759410
12.2328928291591,-0.819495080954111,51081.31916392,22.45154,23.57384,21.50013,21.20498,20.49698,1237646010551632422,0.1393457,0.5726231,77759411
12.2343267283068,-0.773710601031731,51081.31916392,24.67851,23.57048,21.82493,21.09518,20.8721,1237646010551632425,0.1288743,0.5806615,77759412
12.229616163731,-0.796531724878761,51081.31916392,22.36967,21.73011,20.78847,20.53681,20.23093,1237646010551632210,0.07768431,0.1145719,77759422
12.2292603022096,-0.820229411826224,51081.31916392,22.65229,25.42274,23.41128,21.09393,20.8579,1237646010551632547,0.1485587,1.414012,77759426
12.2085152871892,-0.761691173337568,51081.31916392,18.26811,16.49897,15.83777,15.60233,15.482,1237646010551631882,0.003234477,0.003536506,77759443
12.2060300159084,-0.754160008841734,51081.31916392,22.08206,18.86287,17.46909,16.69727,16.26156,1237646010551631932,0.004381713,0.009825455,77759445
12.208209356533,-0.744736235580544,51081.31916392,20.28403,17.85258,16.67197,16.22416,15.94749,1237646010551631934,0.003744881,0.005730611,77759446
12.2009414799557,-0.773283268496527,51081.31916392,26.52613,20.82919,19.44675,18.8691,18.55713,1237646010551632018,0.01480111,0.04012893,77759448
12.2029630456364,-0.749038921307418,51081.31916392,23.91706,21.57993,20.0088,18.71269,17.99324,1237646010551632019,0.0133631,0.0759487,77759449
12.2043111428868,-0.795846298492792,51081.31916392,25.74025,23.28589,22.11126,21.40676,21.40774,1237646010551632395,0.1479552,0.4014684,77759450
12.1998791054028,-0.806754292650309,51081.31916392,22.94444,21.903,21.43973,21.44665,20.70977,1237646010551632143,0.1337897,0.1042855,77759452
12.2003461101713,-0.800293578263495,51081.31916392,24.89201,22.57938,21.81443,21.47647,20.28147,1237646010551632392,0.1789627,0.2407166,77759453
12.2010623680636,-0.766997984006289,51081.31916392,24.30854,22.72146,21.62584,21.99656,21.96548,1237646010551632144,0.3044941,0.2949981,77759454
12.2021162406579,-0.745002601688949,51081.31916392,23.59514,23.37532,22.68617,21.95306,22.2175,1237646010551632538,0.19792,0.3565863,77759455
12.2026142446109,-0.76102858203441,51081.31916392,25.69898,22.17241,21.28705,20.78223,20.46297,1237646010551632149,0.0900339,0.1593742,77759456
12.2061212239736,-0.790885723449969,51081.31916392,22.63976,23.45503,22.47745,23.02542,21.66899,1237646010551632398,0.4822137,0.3763589,77759458
12.2089008013622,-0.755108354492849,51081.31916392,22.94062,21.63345,20.75628,20.45261,21.08634,1237646010551632159,0.09525108,0.138259,77759459
12.2014307967856,-0.735575116389365,51081.31916392,26.31094,24.50892,23.1073,21.24541,20.37032,1237646010551632537,0.1337609,0.9866973,77759461
12.2032595520235,-0.807977388071792,51081.31916392,25.27287,22.28246,20.85768,19.84486,19.50642,1237646010551632393,0.05997145,0.2660582,77759462
12.2037890102384,-0.788521151105387,51081.31916392,24.4053,22.69647,21.1868,19.92451,19.34064,1237646010551632394,0.04161694,0.2467472,77759463
12.2037965602375,-0.788528858759999,51136.1689755901,24.41131,22.55636,20.63761,19.65737,18.99829,1237646646197551692,0.05968824,0.2678939,77759463
12.2033042983479,-0.808002143047452,51136.1689755901,23.29535,22.52308,20.96519,19.79297,18.967,1237646646197551691,0.08555286,0.3316363,77759462
12.2014316045235,-0.735580354337948,51136.1689755901,23.42307,23.4868,22.68106,21.56432,20.42556,1237646646197551760,0.1767566,0.3208843,77759461
12.2088496850076,-0.755110815818354,51136.1689755901,21.63616,21.67418,20.77997,20.62336,20.493,1237646646197551533,0.1314848,0.1153166,77759459
12.2026652299967,-0.761078650433305,51136.1689755901,25.27972,22.3672,21.25754,21.08965,20.87447,1237646646197551524,0.1464734,0.1541556,77759456
12.2057545201003,-0.775694543117035,51136.1689755901,22.21294,21.45524,20.17492,19.90706,19.34075,1237646646197551529,0.058876,0.08083737,77759457
12.2020157350692,-0.745059958859411,51136.1689755901,22.54182,22.89898,21.87423,22.1887,20.9984,1237646646197551688,0.4018228,0.2511952,77759455
12.200992762692,-0.76707959931937,51136.1689755901,23.42357,22.68854,22.27892,21.19818,21.97207,1237646646197551759,0.179675,0.2349495,77759454
12.2003662889657,-0.800261031442183,51136.1689755901,22.92978,22.69732,22.55877,21.85258,21.53747,1237646646197551519,0.2210297,0.1611296,77759453
12.1998788403565,-0.806774319380691,51136.1689755901,22.77362,21.64638,21.34462,21.06167,21.92407,1237646646197551518,0.1299214,0.0775785,77759452
12.2043318972337,-0.795901830811872,51136.1689755901,24.56689,23.40866,21.97793,22.30453,22.28196,1237646646197551693,0.3352162,0.2995512,77759450
12.2029528590374,-0.749053174466985,51136.1689755901,23.73914,21.61329,20.04322,18.72022,18.00484,1237646646197551229,0.01567598,0.0655769,77759449
12.2009536296656,-0.77328871887291,51136.1689755901,25.63313,20.82552,19.44846,18.86067,18.55961,1237646646197551228,0.01725091,0.03449735,77759448
12.2082163821676,-0.744749812767222,51136.1689755901,20.31039,17.84244,16.67716,16.22748,15.96678,1237646646197551180,0.004122789,0.0057695,77759446
12.2060398601807,-0.754172251712386,51136.1689755901,21.48244,18.85753,17.46489,16.70618,16.29176,1237646646197551178,0.004870873,0.009345587,77759445
12.2085193438077,-0.761704965088926,51136.1689755901,18.26233,16.51163,15.84893,15.61276,15.5083,1237646646197551142,0.003562578,0.00380889,77759443
12.2306318923172,-0.802018748665861,51136.1689755901,25.21457,22.37087,21.8267,20.30784,20.07014,1237646646197551765,0.1210308,0.2542806,77759424
12.2319949929873,-0.740721547467794,51136.1689755901,23.1556,22.80381,22.18648,21.97762,21.72271,1237646646197551580,0.2598412,0.1843487,77759423
12.2343224233975,-0.773559582697884,51136.1689755901,25.32137,24.31521,22.8561,21.3837,20.92623,1237646646197551767,0.145972,0.5677424,77759412
12.2277813808192,-0.790988025080295,51136.1689755901,22.86693,22.33638,21.54362,21.62674,20.95351,1237646646197551574,0.2211803,0.1391834,77759421
12.2326870923599,-0.819483477556141,51136.1689755901,22.68501,22.84882,21.308,21.21878,21.05449,1237646646197551713,0.2198761,0.32223,77759411
12.2328599620522,-0.792757002721502,51136.1689755901,24.12523,21.43963,19.69506,19.10088,18.5445,1237646646197551581,0.02804627,0.07780089,77759408
12.1779663212362,-0.821893648061055,51136.1689755901,24.31476,23.6637,24.13918,21.3555,21.50002,1237646646197551749,0.1938501,0.4806526,77759391
12.1836019196119,-0.739664414251839,51136.1689755901,25.66536,22.63573,21.1781,20.7581,20.28,1237646646197551495,0.1096565,0.2031334,77759385
12.1811409594544,-0.779198851305396,51136.1689755901,25.93453,22.93521,21.89071,21.57713,21.0547,1237646646197551493,0.1737499,0.1973736,77759369
12.1791594824428,-0.758210900810953,51136.1689755901,24.70626,22.49168,20.77909,20.02884,19.12826,1237646646197551487,0.06727265,0.2091439,77759367
12.174452041712,-0.727860287347981,51136.1689755901,24.85126,22.40576,22.41568,22.7422,22.61933,1237646646197551472,0.5578478,0.1480323,77759692
12.1758027376552,-0.717028363885941,51136.1689755901,23.85697,22.35142,22.47293,22.56919,21.8654,1237646646197551478,0.4367265,0.126427,77759679
12.1798755823497,-0.717279115231037,51136.1689755901,25.49272,23.4712,22.46988,20.65956,20.23279,1237646646197551751,0.1001844,0.4151734,77759671
12.1839368669206,-0.72821224444868,51136.1689755901,22.94513,22.10604,21.05566,20.87897,20.67156,1237646646197551496,0.147989,0.1504928,77759667
12.1766565292864,-0.729347296288745,51136.1689755901,21.31725,19.93234,18.85535,18.41947,18.08098,1237646646197551479,0.02048984,0.02830929,77759656
12.1908276139176,-0.726841492794446,51136.1689755901,26.19336,24.52072,23.10932,21.75408,22.39459,1237646646197551756,0.2043544,0.6278199,77759650
12.2251910736881,-0.717513890084351,51136.1689755901,23.02194,22.36889,23.93216,21.90995,20.86959,1237646646197551570,0.3321991,0.167385,77759620
12.22477935068,-0.727418914795095,51136.1689755901,22.95662,22.23135,22.04006,21.66354,21.24211,1237646646197551566,0.1881001,0.1083086,77759618
12.2177077696792,-0.722975531428426,51136.1689755901,25.13223,21.19333,19.77433,19.01357,18.65977,1237646646197551549,0.01940941,0.04594327,77759608
12.2172122582789,-0.726104743588903,51136.1689755901,24.06418,22.6101,20.83462,20.08578,19.4792,1237646646197551548,0.06871453,0.2272247,77759606
12.2100390130147,-0.729881608707986,51136.1689755901,21.74219,21.23421,20.58102,20.48209,20.25709,1237646646197551536,0.08463562,0.05884335,77759597
12.2109935039971,-0.719624145899729,51136.1689755901,22.31942,22.50884,21.85547,21.70342,21.92665,1237646646197551537,0.2330759,0.165942,77759598
12.1769770069808,-0.733058692502327,51136.1689755901,23.34793,21.6825,20.57403,20.04808,19.51796,1237646646197551482,0.07356048,0.1081954,77759529
12.1807169602839,-0.733680458591543,51136.1689755901,23.7241,20.38823,18.92848,18.43289,17.93709,1237646646197551268,0.02095598,0.04178458,77759528
12.2062953146047,-0.733290439932711,51136.1689755901,23.95043,22.62318,21.33547,19.74253,18.83442,1237646646197551531,0.03489204,0.1515453,77759520
12.2432261724134,-0.734288205283914,51136.1689755901,23.75058,23.21722,21.71456,21.48485,20.94826,1237646646197551719,0.2229432,0.3404501,77759505
12.208535161599,-0.765295798964663,51136.1689755901,23.17811,22.57293,21.63087,21.33054,22.91753,1237646646197551532,0.1965886,0.2042708,77759464
12.204525774729,-0.728991372045027,51136.1689755901,23.3873,21.93476,21.40848,21.71459,21.84751,1237646646197551526,0.2648967,0.1098968,77759593
12.2037304951364,-0.723744966696687,51136.1689755901,25.35491,24.50791,21.79075,21.27068,21.61121,1237646646197551285,0.1421516,0.6876321,77759592
12.188125649036,-0.728738082540672,51136.1689755901,21.8172,21.1188,19.92486,19.63114,19.1919,1237646646197551500,0.05616431,0.07457435,77759557
