ra,dec,mjd_i,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,objID,modelMagErr_i,thingID
12.2171629354721,-0.726091676256816,52552.3435115,25.81293,22.88824,21.04815,20.35847,19.78279,1237659904789643575,0.04959901,77759606
12.2042702433074,-0.79589189282763,52552.3435115,25.12227,22.80931,21.95542,21.57759,21.45816,1237659904789643448,0.1069198,77759450
12.2102457081604,-0.790817643512609,52552.3435115,25.12219,24.43183,22.58024,22.10009,21.61764,1237659904789643901,0.1666623,77759948
12.2204555289699,-0.753960011282775,52552.3435115,24.20259,23.29313,22.55631,23.12575,22.17498,1237659904789643913,0.4152086,77759943
12.2145027838848,-0.753920110449172,52552.3435115,22.50481,22.6849,22.17971,21.65841,21.15877,1237659904789643910,0.1488095,77759938
12.200948720418,-0.773287471498822,52552.3435115,25.30144,20.82941,19.48489,18.91967,18.55054,1237659904789643536,0.01311389,77759448
12.2329506963433,-0.819500378908713,52552.3435115,24.43708,23.28073,21.91609,21.47886,21.92045,1237659904789643928,0.167628,77759411
12.2261920151481,-0.816440354769652,52552.3435115,23.36512,20.70535,19.24848,18.39269,17.90306,1237659904789643406,0.009826232,77759925
12.2085167360447,-0.761706443337764,52552.3435115,18.31023,16.51921,15.86148,15.64092,15.55428,1237659904789643274,0.004775567,77759443
12.2478370132608,-0.797017274824527,52552.3435115,22.48657,20.58871,19.30084,18.7928,18.45389,1237659904789643413,0.01215673,77759315
12.2449236403225,-0.801481036370159,52552.3435115,23.65905,23.32775,22.24681,21.47513,20.91856,1237659904789643945,0.1009507,77759336
12.1993998849281,-0.78564606903042,52552.3435115,22.17251,22.76327,21.78032,22.56146,21.67057,1237659904789643881,0.4867564,77037088
12.2328734805016,-0.792760625598388,52552.3435115,23.26102,21.46269,19.78288,19.14253,18.69161,1237659904789643455,0.02152494,77759408
12.2029593039047,-0.749046246733332,52552.3435115,24.25801,21.5316,20.05518,18.76777,18.07991,1237659904789643430,0.01199534,77759449
12.2099862765855,-0.729879435570204,52552.3435115,22.2192,21.42503,20.63364,20.42387,20.1802,1237659904789643561,0.05288913,77759597
12.204490012501,-0.728961821401724,52552.3435115,23.19777,22.24063,21.64246,21.61322,21.82039,1237659904789643548,0.1174308,77759593
12.2317691006479,-0.797317714404319,52552.3435115,24.84327,22.93212,23.21119,22.07315,22.85878,1237659904789643614,0.2325056,77759425
12.24669023363,-0.745253380760017,52552.3435115,25.20274,22.59739,21.34278,20.42053,19.9742,1237659904789643640,0.03966969,77759329
12.2343021701565,-0.773626124583872,52552.3435115,24.84308,23.38469,22.56628,21.10296,20.62124,1237659904789643932,0.09056103,77759412
12.2233962326353,-0.794666559862626,52552.3435115,21.31893,26.13737,24.17318,25.19317,23.50939,1237659904789643453,0.7079059,77964611
12.2099020238907,-0.768437753227441,52552.3435115,23.9472,23.77415,22.19683,21.67706,21.29084,1237659904789643896,0.1616436,77759952
12.2222791433477,-0.795955707585616,52552.3435115,24.63696,22.77737,22.6874,22.26267,21.70629,1237659904789643586,0.2085821,77759933
12.2070107549821,-0.741496800259329,52552.3435115,22.63784,23.2434,22.4823,22.576,21.99766,1237659904789643891,0.2927826,77759447
12.2320294890945,-0.740809941097747,52552.3435115,24.87078,22.75911,22.24337,21.98687,22.02017,1237659904789643618,0.1606691,77759423
12.2266655194836,-0.721855336027218,52552.3435115,23.35211,22.61161,21.67046,21.54565,20.79446,1237659904789643917,0.2206254,77759623
12.2225722120368,-0.725609043228876,52552.3435115,25.80267,20.7385,18.98415,18.24441,17.769,1237659904789643591,0.01833375,77759614
12.2214503431521,-0.79927275791844,52552.3435115,24.17949,24.03073,21.97088,20.59099,19.95363,1237659904789643915,0.04816145,77759944
12.23441746381,-0.762041414722852,52552.3435115,24.81811,23.07403,21.34818,19.94494,19.29823,1237659904789643620,0.02681821,77759409
12.2060414329739,-0.754163679531303,52552.3435115,21.45033,18.8792,17.49725,16.72715,16.32528,1237659904789643333,0.005491691,77759445
12.2110180267491,-0.719704540459118,52552.3435115,22.41288,22.55632,21.56582,21.89318,21.38428,1237659904789643562,0.1967293,77759598
12.2298601773503,-0.732586776275905,52552.3435115,22.91732,23.01436,22.33069,23.26242,21.59678,1237659904789643615,0.5150241,77759538
12.2482464762501,-0.721414843824168,52552.3435115,24.64983,23.75236,22.66473,22.32452,22.12254,1237659904789643645,0.2029698,77759796
12.2023884840064,-0.72515708630498,52552.3435115,23.1727,23.15153,22.5805,22.11794,21.7159,1237659904789643882,0.1778277,77759626
12.2168849048538,-0.809119048328265,52552.3435115,20.65885,19.45767,19.61228,19.83563,20.11052,1237659904789643339,0.02419857,77759920
12.1950950850845,-0.733139006333626,52552.3435115,23.27709,22.74538,22.18324,21.15971,20.52899,1237659904789644090,0.1668318,77759502
12.2235944673713,-0.78667040872937,52552.3435115,22.85165,22.78851,21.78891,21.70235,20.86787,1237659904789643594,0.1408276,77759945
12.2247584185313,-0.727421554588862,52552.3435115,23.12852,22.44015,21.98328,22.01889,21.55153,1237659904789643598,0.1467021,77759618
12.2177089435774,-0.722964607649724,52552.3435115,23.00299,21.18031,19.7369,19.06192,18.69275,1237659904789643577,0.01439224,77759608
12.2365875154066,-0.723325445862572,52552.3435115,23.29652,23.2532,22.22934,22.64823,21.68959,1237659904789643935,0.3960524,77759833
12.2107447901349,-0.794596476821318,52552.3435115,19.39576,28.51172,22.91944,25.16735,23.37702,1237659904789643450,5.403809,78365618
12.2127385807726,-0.800028448470903,52552.3435115,25.2149,23.71321,21.86912,21.30927,21.28959,1237659904789643905,0.1027084,77759950
12.2269801353931,-0.775572627629216,52552.3435115,24.32833,22.25529,22.5497,23.05863,20.57406,1237659904789644211,0.932925,77759961
12.2264940076805,-0.771850412189345,52552.3435115,22.23396,22.05591,21.33912,21.33863,20.68375,1237659904789644217,0.3527655,77759946
12.2009965920899,-0.766984123276794,52552.3435115,22.71591,22.59061,21.71587,21.55114,21.60505,1237659904789643537,0.1150193,77759454
12.2386158296562,-0.731171783745487,52552.3435115,20.83673,19.487,18.96133,18.79987,18.74492,1237659904789643354,0.01222667,77759785
12.2482353649086,-0.745649804155526,52552.3435115,24.38709,23.34178,22.86049,21.22734,20.12853,1237659904789643641,0.0739156,77759330
12.1981599840134,-0.736961845539376,52552.3435115,22.44723,19.80353,18.27667,17.0092,16.32768,1237659904789643329,0.005900797,77759305
12.2474845191598,-0.782606944599636,52552.3435115,25.30348,22.12436,21.38697,20.88248,20.99297,1237659904789643642,0.09824787,77759331
12.2036968670648,-0.723714879492718,52552.3435115,24.01925,23.70349,21.67927,21.36208,20.95498,1237659904789643546,0.09149127,77759592
12.2479881345326,-0.728907970942669,52552.3435115,24.72229,23.41829,21.83224,21.07414,20.73075,1237659904789643955,0.1177084,77759817
12.2004869095975,-0.80023558955328,52552.3435115,23.4949,22.5204,22.0001,21.55829,21.6025,1237659904789643535,0.1315497,77759453
12.2019308585138,-0.745003962289396,52552.3435115,22.60906,22.4905,22.17166,22.14132,21.15073,1237659904789643542,0.2718906,77759455
12.2438315535167,-0.805223353253479,52552.3435115,23.91861,21.78063,19.98996,19.38289,18.87265,1237659904789643629,0.02447841,77759325
12.2062478944822,-0.733310055821595,52552.3435115,23.72432,22.55832,21.30885,19.71439,18.84275,1237659904789643553,0.02238564,77759520
12.2228545807382,-0.779974048242088,52552.3435115,23.60984,22.0128,21.56645,21.56451,20.9776,1237659904789643345,0.1019878,77759923
12.2026351347481,-0.760987906583994,52552.3435115,23.08579,22.51067,21.55315,21.09669,21.2547,1237659904789643543,0.0761821,77759456
12.2198941305366,-0.786526677951261,52552.3435115,24.78874,22.82542,21.22607,20.34097,19.66793,1237659904789643582,0.03584868,77759941
12.2214472125426,-0.751776413438415,52552.3435115,25.26569,25.20619,23.40973,21.6714,21.57522,1237659904789644100,0.1627974,77759957
12.2366593293861,-0.741414314529644,52552.3435115,22.76856,23.12045,21.62762,21.21758,20.74946,1237659904789643938,0.07907724,77759410
12.2112926933421,-0.767314811196378,52552.3435115,25.24897,23.54095,21.60366,21.43057,20.59075,1237659904789643902,0.2362785,77759949
12.2103504476537,-0.81802897865915,52552.3435115,25.73284,23.29362,21.26897,20.24948,19.67856,1237659904789643900,0.04128157,77759936
12.2422526299042,-0.727898160715247,52552.3435115,20.93002,19.62582,19.70848,19.84153,19.86256,1237659904789643355,0.024538,77759786
12.2464676521481,-0.76708156941361,52552.3435115,23.46347,21.89964,21.36331,21.19453,20.63668,1237659904789643638,0.07694906,77759328
12.2449479415842,-0.736934364491046,52552.3435115,22.06915,21.2755,20.27456,19.82526,19.62552,1237659904789643633,0.03217542,77759326
12.2431775288485,-0.734030218090568,52552.3435115,26.57127,24.53625,22.02567,20.66242,20.39472,1237659904789644109,0.1136028,77759505
12.247835552646,-0.773496354360375,52552.3435115,23.98158,24.25724,22.62076,21.97229,20.66403,1237659904789643954,0.1755434,77759341
12.2238618377796,-0.776951009215532,52552.3435115,23.57541,22.40003,21.01666,19.95252,19.63205,1237659904789643344,0.02677244,77759922
12.2225434172042,-0.778769433209935,52552.3435115,21.16392,18.90363,18.04988,17.75684,17.61344,1237659904789643343,0.007361066,77759921
12.195094645599,-0.764276717690277,52552.3435115,24.75677,22.40821,20.73165,20.00008,19.65185,1237659904789643523,0.03941663,77759309
12.2100130299344,-0.781337388659485,52552.3435115,22.43559,21.06985,20.58568,20.38226,20.01285,1237659904789643560,0.05491278,77759927
12.2090993446399,-0.750592925222436,52552.3435115,22.38685,22.0525,22.07358,21.38112,21.49357,1237659904789643558,0.1064837,77759934
12.2033033433614,-0.722446142732262,52552.3435115,22.64185,21.31177,20.94253,20.63184,20.6822,1237659904789643545,0.05458932,77759591
12.2082111039901,-0.744754905892843,52552.3435115,20.32237,17.87925,16.69921,16.25134,16.02093,1237659904789643335,0.005139899,77759446
12.224097661156,-0.724384093230379,52552.3435115,24.93702,23.76974,23.34682,22.3282,21.18351,1237659904789643592,0.2005943,77759615
12.2370514321607,-0.74193386031696,52552.3435115,23.72603,23.56003,22.79461,22.24168,22.40937,1237659904789643939,0.1775189,77759324
12.2037149703449,-0.723696427613471,52558.3518048,25.27283,23.75521,22.19821,21.35179,20.94615,1237660025045975454,0.09523459,77759592
12.1666946899277,-0.818640985212293,52558.3518048,25.88194,25.18933,22.11782,21.46715,22.207,1237660025045975343,0.1895441,77759885
12.1552207073225,-0.743097592732464,52558.3518048,21.43415,20.02473,19.29612,18.81758,18.55989,1237660025045975315,0.0179421,77759858
12.1704628976642,-0.752290643873158,52558.3518048,25.1634,20.95408,19.35107,18.15793,17.50718,1237660025045975152,0.008968098,77759350
12.2204027814233,-0.753944465764771,52558.3518048,23.38533,23.07984,22.37776,22.14336,22.89769,1237660025045975749,0.2193808,77759943
12.2228771636276,-0.779971025483548,52558.3518048,23.96086,22.09412,21.72823,21.46816,22.43077,1237660025045975114,0.1043026,77759923
12.2235838981584,-0.786630046046105,52558.3518048,24.65876,22.34516,21.61778,21.15324,21.04774,1237660025045975502,0.122719,77759945
12.1929144169075,-0.770279493892621,52558.3518048,23.70894,22.84148,22.07201,21.99115,22.37085,1237660025045975427,0.1705243,77759293
12.1434438324338,-0.815327488733622,52558.3518048,27.01211,25.03342,22.99568,21.80197,22.69431,1237660025045975824,0.193218,77759112
12.191747265077,-0.73635791646394,52558.3518048,23.55415,24.36218,23.96009,22.44863,21.75046,1237660025045975856,0.2358514,78021540
12.1422306813886,-0.809225641920672,52558.3518048,23.41241,22.5084,22.05655,21.5355,21.50241,1237660025045975255,0.1518987,77759103
12.1775773611242,-0.74885040541483,52558.3518048,24.74886,22.30117,21.35136,21.2413,20.45188,1237660025045975381,0.1217823,77759364
12.1816201527696,-0.754419932807355,52558.3518048,25.24067,23.79342,22.1882,21.59342,21.73184,1237660025045975712,0.1374795,77759372
12.176643893928,-0.729327010603948,52558.3518048,21.14741,19.91631,18.83278,18.34727,18.02443,1237660025045975382,0.01617285,77759656
12.2009416422495,-0.773281412940193,52558.3518048,23.14467,20.81943,19.46765,18.88577,18.50984,1237660025045975160,0.01354242,77759448
12.1525182935049,-0.819524721090654,52558.3518048,25.40843,24.14007,22.96397,21.92971,21.34838,1237660025045975828,0.1800959,77759894
12.1601138493144,-0.749107928887928,52558.3518048,23.47353,22.32539,21.53697,21.26068,21.15795,1237660025045975326,0.1310419,77759877
12.1821248285935,-0.752841739724426,52558.3518048,26.29502,22.70966,21.34606,20.77995,20.48478,1237660025045975711,0.0804574,77759371
12.1685099632664,-0.815651283814764,52558.3518048,23.70337,22.08148,21.14664,20.9219,20.29677,1237660025045975349,0.1140662,77759357
12.229225357451,-0.82015650569986,52558.3518048,23.50015,24.17858,22.87345,21.56401,21.01062,1237660025045975874,0.1293604,77759426
12.217700522815,-0.72295752456802,52558.3518048,24.05374,21.25149,19.69557,18.99589,18.61107,1237660025045975488,0.01458286,77759608
12.2082024999025,-0.744744748407467,52558.3518048,20.41726,17.85593,16.68025,16.22169,15.96149,1237660025045975104,0.004753502,77759446
12.2342927109793,-0.773629047375611,52558.3518048,25.68092,24.59315,22.47555,21.36784,20.62959,1237660025045975763,0.1032084,77759412
12.2099703717863,-0.781300621746415,52558.3518048,21.69768,20.67332,20.3577,19.96887,19.8682,1237660025045975468,0.05670663,77759927
12.209905544762,-0.76847804891792,52558.3518048,23.49615,23.46218,22.64242,21.32658,21.69246,1237660025045975866,0.1318033,77759952
12.1654031655718,-0.740427809965057,52558.3518048,24.93011,24.01245,22.43235,22.71467,23.22552,1237660025045975340,0.4051113,77759893
12.2328490291384,-0.792742868372843,52558.3518048,26.11174,21.33703,19.68363,19.04614,18.66283,1237660025045975524,0.02181242,77759408
12.1575771084911,-0.77444656000435,52558.3518048,23.67319,24.10076,22.83837,21.97205,21.55402,1237660025045975832,0.1876368,77759886
12.2212124584921,-0.816296852194985,52558.3518048,25.76768,21.97508,22.05086,21.53882,20.71313,1237660025045975492,0.2682596,77759932
12.1511348605459,-0.760800811724407,52558.3518048,24.12192,22.51914,21.11324,20.40689,19.7623,1237660025045975684,0.07430412,77759861
12.2320334343846,-0.730757167906046,52558.3518048,23.50066,24.7529,23.0801,21.46218,21.48618,1237660025045975973,0.2285266,77759849
12.1798571390456,-0.717221147559834,52558.3518048,22.85002,23.05052,21.86046,20.91416,20.27915,1237660025045975707,0.09216379,77759671
12.2327472243653,-0.819441863118553,52558.3518048,25.39581,22.9649,21.71753,21.2566,20.21186,1237660025045975760,0.1355705,77759411
12.154018732915,-0.732157867215077,52558.3518048,26.00148,23.95964,23.14894,21.83991,21.73237,1237660025045975306,0.1489049,77759553
12.2481226539238,-0.721280563357331,52558.3518048,25.77049,23.67788,22.2058,21.88031,21.3629,1237660025045975217,0.1962561,77759796
12.2168742557321,-0.809100311431062,52558.3518048,20.46684,19.51225,19.6469,19.78901,19.9564,1237660025045975108,0.02561739,77759920
12.2247323477945,-0.727402907588243,52558.3518048,25.09525,22.48589,21.83395,21.72197,21.45648,1237660025045975507,0.1385856,77759618
12.1528929751062,-0.791921927344943,52558.3518048,23.1038,21.83264,20.4688,19.29996,18.66072,1237660025045975301,0.01813645,77759864
12.1479630426216,-0.724938400216264,52558.3518048,22.53111,22.55193,21.97509,21.65352,21.25153,1237660025045975682,0.1892574,77759194
12.187415237075,-0.736146783769968,52558.3518048,22.29684,22.72692,20.32029,19.25403,18.83648,1237660025045975415,0.03950252,77759284
12.2370178118661,-0.741951666235237,52558.3518048,23.40598,24.09244,23.38655,22.14132,22.19269,1237660025045975532,0.2139613,77759324
12.248338984041,-0.792333631905455,52558.3518048,23.88123,23.97345,23.18637,21.81642,22.25229,1237660025045975886,0.1642127,77759346
12.2033025240773,-0.722413024674394,52558.3518048,22.37231,21.17357,20.68166,20.45675,20.22481,1237660025045975453,0.05577775,77759591
12.1682834613016,-0.73725642183333,52558.3518048,25.43033,22.60328,21.19659,20.56094,20.3294,1237660025045975351,0.08726035,77759358
12.2466623285536,-0.74523221285987,52558.3518048,24.80846,22.57071,21.18066,20.26856,19.83321,1237660025045975553,0.03971835,77759329
12.1893695949062,-0.736282008453369,52558.3518048,23.638,22.9191,22.13526,22.02534,22.18514,1237660025045975416,0.1849247,77759287
12.2432217064834,-0.734100095251535,52558.3518048,24.38199,22.77869,21.74921,20.99219,20.50635,1237660025045975885,0.137963,77759505
12.1486573877042,-0.733569426324107,52558.3518048,25.43045,24.33238,22.84443,21.86495,21.59494,1237660025045975825,0.187049,77759545
12.2033151925422,-0.807944410735457,52558.3518048,27.10662,22.36004,20.39977,19.26634,18.70125,1237660025045975728,0.05357826,77759462
12.1998762009753,-0.806733839574215,52558.3518048,22.95302,21.71819,21.42342,21.17059,21.56713,1237660025045975443,0.08628669,77759452
12.1930036845732,-0.778456016930352,52558.3518048,23.62774,23.49741,23.16379,21.32533,21.91969,1237660025045975858,0.1686135,77759298
12.231989246584,-0.740816748463762,52558.3518048,25.1506,22.35961,21.58657,21.27632,20.58566,1237660025045975522,0.1581774,77759423
12.1438648162855,-0.739439787130444,52558.3518048,25.60059,22.81877,22.16633,21.98671,21.82994,1237660025045975266,0.2051028,77759097
12.1674325875589,-0.795474092611408,52558.3518048,26.37421,23.82604,23.43672,21.76493,21.34341,1237660025045975836,0.1614863,77759388
12.1543274152356,-0.776892734524266,52558.3518048,24.93816,22.78103,22.00323,21.40532,21.43045,1237660025045975314,0.1276172,77759870
12.1629725124106,-0.720518086399612,52558.3518048,23.72905,22.54575,20.88757,20.46616,20.07255,1237660025045975331,0.06743038,77759720
12.1885223700767,-0.816658201356659,52558.3518048,24.83889,22.98645,21.25579,20.6389,20.72254,1237660025045975720,0.06034364,77759283
12.1426717753453,-0.77303203156038,52558.3518048,23.76986,21.85497,20.32555,19.03832,18.39694,1237660025045975181,0.01504469,77759104
12.2026211953241,-0.761021939162987,52558.3518048,23.3044,22.55696,21.6223,21.12341,20.71069,1237660025045975451,0.08382758,77759456
12.1591396218816,-0.814950358332538,52558.3518048,24.91298,23.09843,21.14708,20.28349,20.05139,1237660025045975690,0.06471575,77759887
12.1532873940947,-0.796085530599492,52558.3518048,23.95115,22.65239,22.38815,21.66619,21.3091,1237660025045975304,0.1878743,77759863
12.1774764589802,-0.781167580623037,52558.3518048,24.05383,22.97468,22.50303,21.2983,21.44541,1237660025045975846,0.1257583,77759363
12.2484955513323,-0.773425596467998,52558.3518048,22.6,24.27207,22.87485,21.43276,20.90135,1237660025045975888,0.1013046,77759340
12.229569110222,-0.796495347397674,52558.3518048,22.37696,21.69936,20.78329,20.41838,20.09809,1237660025045975519,0.07451154,77759422
12.2099873232426,-0.729846535286438,52558.3518048,22.4432,21.10415,20.44565,20.34756,19.88377,1237660025045975469,0.06003403,77759597
12.1930161707667,-0.719696755326588,52558.3518048,24.36966,24.62853,25.81376,21.28953,23.62159,1237660025045975970,0.1795067,77759652
12.1527488514001,-0.728630252039485,52558.3518048,25.13143,23.05446,21.39352,20.38668,19.79118,1237660025045975303,0.04087128,77759712
12.2238676796035,-0.776941124377337,52558.3518048,25.14446,22.20669,20.91233,19.9707,19.40427,1237660025045975113,0.02959533,77759922
12.1994251205149,-0.785745974344501,52558.3518048,23.16188,22.76493,22.90769,22.73411,22.03613,1237660025045975442,0.3966537,77037088
12.1461514255749,-0.78787957714298,52558.3518048,22.2324,20.84288,20.56485,20.15727,19.78421,1237660025045975270,0.05792688,77759105
12.183584431435,-0.732587490848081,52558.3518048,24.32486,24.59933,22.19798,21.30313,21.41602,1237660025045975715,0.1090075,77759547
12.2085091614428,-0.761700478457412,52558.3518048,18.25472,16.5106,15.84927,15.60084,15.50206,1237660025045975054,0.004371613,77759443
12.210218557878,-0.790868156837104,52558.3518048,23.01517,24.62436,23.12626,22.05552,21.32105,1237660025045975867,0.1778813,77759948
12.1531698034908,-0.738107954394819,52558.3518048,25.5178,23.13684,22.69069,22.357,23.25705,1237660025045975305,0.2198025,77759866
12.2198827755079,-0.786521528995115,52558.3518048,24.35172,22.70702,21.06152,20.26702,19.62709,1237660025045975491,0.04160432,77759941
12.1626761628032,-0.792424693621703,52558.3518048,23.80219,22.89319,23.02635,21.90287,21.31455,1237660025045975328,0.1902347,77759891
12.1569210096608,-0.76028276385134,52558.3518048,23.539,23.59143,22.60382,21.43642,23.65287,1237660025045975831,0.1472146,77759896
12.1677263656458,-0.76112737354191,52558.3518048,24.32047,22.50048,21.20224,20.29485,19.80336,1237660025045975341,0.0384854,77759354
12.2438310051497,-0.805207017406208,52558.3518048,22.3349,21.66262,19.88126,19.2695,18.95933,1237660025045975544,0.02512415,77759325
12.1457856249991,-0.752217571659359,52558.3518048,26.1944,23.04648,21.76508,21.72123,21.66623,1237660025045975678,0.315366,77928388
12.2214614469361,-0.799258429506272,52558.3518048,24.5148,23.82887,22.08949,20.7919,19.958,1237660025045975751,0.05655073,77759944
12.2145057354948,-0.753878414623995,52558.3518048,23.41556,22.48246,21.95565,21.54322,21.49972,1237660025045975480,0.1387249,77759938
12.20852276843,-0.749623768071743,52558.3518048,25.17767,24.60594,22.59927,21.61913,21.32317,1237660025045975467,0.1261196,77759460
12.248244956923,-0.745594404385865,52558.3518048,25.27191,23.99929,22.35596,21.14308,20.29458,1237660025045975554,0.0807649,77759330
12.1878197983366,-0.794410822017443,52558.3518048,23.96117,23.80162,23.50097,21.43791,20.64038,1237660025045975852,0.1339536,77759297
12.1985170418485,-0.793618460922476,52558.3518048,22.59168,19.94647,18.78522,18.26967,18.02221,1237660025045975158,0.009451083,77759306
12.1950805170989,-0.764277106802912,52558.3518048,24.60951,22.22205,20.60921,19.98376,19.3469,1237660025045975431,0.04523164,77759309
12.1500172846454,-0.744666614243592,52558.3518048,24.82079,22.2817,20.94394,20.56535,20.45586,1237660025045975291,0.07755047,77759860
12.2478485734266,-0.719836780562855,52558.3518048,21.78126,21.08854,20.47117,20.26715,19.96158,1237660025045975216,0.04011286,77759795
12.1809501918847,-0.730163256048629,52558.3518048,25.54745,23.78763,22.2435,21.95063,21.5176,1237660025045975708,0.2040142,77759672
12.1436546375481,-0.819783712185638,52558.3518048,25.51841,22.97214,22.59413,22.69628,21.7844,1237660025045975261,0.3090809,77928387
12.1771323679944,-0.775294724156214,52558.3518048,24.43059,23.7767,21.63168,21.28127,20.66365,1237660025045975704,0.1392237,77759378
12.16769934942,-0.792308284889145,52558.3518048,25.19615,23.08423,23.58786,21.64633,21.68503,1237660025045975968,0.1879144,77759374
12.1811598024919,-0.779219879026939,52558.3518048,24.06612,22.8779,21.7992,21.41175,21.51647,1237660025045975396,0.1001505,77759369
12.1981564269879,-0.736954044795227,52558.3518048,23.03152,19.78079,18.26656,16.97677,16.28498,1237660025045975100,0.005662696,77759305
12.2240905660784,-0.724402525484936,52558.3518048,23.7398,25.06546,22.80941,22.3481,21.44181,1237660025045975501,0.2166081,77759615
12.2038394854293,-0.788414567598411,52558.3518048,26.03234,22.71014,20.61781,19.47812,18.79925,1237660025045975730,0.04046522,77759463
12.2045156275185,-0.728943923962641,52558.3518048,23.49036,22.33272,22.01727,21.65369,21.07377,1237660025045975456,0.1185851,77759593
12.1565252777159,-0.798963370922461,52558.3518048,22.45044,22.6166,21.64118,21.25045,21.07833,1237660025045975317,0.09955898,77759874
12.1492763555476,-0.720634164351731,52558.3518048,22.32961,22.35896,21.38391,21.00374,20.15934,1237660025045975283,0.114566,77759707
12.1825650212145,-0.739217415863111,52558.3518048,23.14675,24.57359,23.42532,21.44491,22.26334,1237660025045975400,0.1114197,77759386
12.2062370076757,-0.733303229275081,52558.3518048,25.47217,22.62566,21.23061,19.65285,18.8265,1237660025045975462,0.02346836,77759520
12.1652800852265,-0.774338298574669,52558.3518048,22.74178,23.6955,21.80745,21.6514,21.17567,1237660025045975696,0.2245824,77759892
12.2225353748674,-0.778754777012471,52558.3518048,21.07787,18.88519,18.03129,17.70218,17.53506,1237660025045975112,0.007238679,77759921
12.2277643602571,-0.791044926136911,52558.3518048,26.15751,22.4513,21.62953,21.27956,20.98991,1237660025045975513,0.1089856,77759421
12.1461649660076,-0.764034937687388,52558.3518048,22.88707,22.39036,21.44034,20.84238,20.67421,1237660025045975271,0.08394924,77759106
12.2109712102715,-0.719644228767859,52558.3518048,22.95741,22.98667,22.25007,21.93351,21.26937,1237660025045975472,0.1716473,77759598
12.2479562360627,-0.729034544354679,52558.3518048,25.67612,22.97274,21.81554,21.40894,20.57519,1237660025045975774,0.15791,77759817
12.1826532757858,-0.793423774532156,52558.3518048,27.0577,23.09776,21.47582,20.92026,20.48045,1237660025045975714,0.1500392,77759383
12.2225687809203,-0.725607580594956,52558.3518048,22.09904,21.06286,19.13947,18.35296,17.91752,1237660025045975500,0.01791474,77759614
12.1529074854169,-0.773686078924968,52558.3518048,24.77132,21.42805,20.52567,20.19712,19.76314,1237660025045975302,0.0531264,77759865
12.2221932416516,-0.795982799203768,52558.3518048,23.8872,23.18333,22.62531,21.77786,21.08771,1237660025045975870,0.1682356,77759933
12.1635215780184,-0.764372048304261,52558.3518048,24.99826,23.34997,22.3023,22.31412,22.34354,1237660025045975962,0.2936657,77181583
12.1446552837133,-0.723098051152034,52558.3518048,24.59917,25.43464,22.40242,21.4784,20.81099,1237660025045975675,0.1176352,77759197
12.1780025803395,-0.821845204337107,52558.3518048,23.69905,25.24159,22.83701,21.25739,20.86972,1237660025045975847,0.1358296,77759391
12.1596308991155,-0.754167807000385,52558.3518048,20.20415,17.42158,16.03267,15.39572,15.06724,1237660025045975082,0.004324386,77759852
12.1637389804772,-0.730284750260986,52558.3518048,25.31498,23.04245,21.67146,21.23444,20.24275,1237660025045975694,0.1549292,77759735
12.179166147132,-0.758185861311851,52558.3518048,23.00268,22.53406,20.88346,20.0983,19.81199,1237660025045975389,0.04454091,77759367
12.1754631314512,-0.819374606355898,52558.3518048,21.46203,21.69353,20.80493,20.55428,20.01759,1237660025045975374,0.09048035,77759362
12.1423515443661,-0.722669337900372,52558.3518048,23.5928,22.61738,21.23625,20.2352,19.54502,1237660025045975256,0.06588031,77759182
12.1481049424661,-0.762992006282232,52558.3518048,23.93643,22.95382,22.53901,23.05218,22.44056,1237660025045975277,0.3861711,77759108
12.1912581822851,-0.753575345793281,52558.3518048,25.17285,24.11399,23.16685,22.2694,22.44519,1237660025045975423,0.2226783,77181567
12.1938110623406,-0.796896908781616,52558.3518048,22.70242,22.1992,21.7855,21.65014,21.75235,1237660025045975428,0.1478356,77759294
12.1895461749376,-0.752722530269423,52558.3518048,23.1817,22.32568,21.58719,21.26006,23.27293,1237660025045975421,0.126343,77759288
12.1853854427021,-0.778025466592051,52558.3518048,22.16106,22.61235,21.90607,21.67765,23.8322,1237660025045975406,0.1932903,77759373
12.2160819165639,-0.770416562395486,52558.3518048,24.53118,22.58897,21.23308,20.82579,20.33368,1237660025045975487,0.0732059,77759939
12.1525526643811,-0.767936807594869,52558.3518048,24.58667,23.60116,22.31834,21.67311,21.27168,1237660025045975310,0.1329259,77759872
12.1828797993857,-0.72951469534374,52558.3518048,24.46323,24.26514,22.30483,21.82089,21.99869,1237660025045975404,0.1419684,77759668
12.1681657850515,-0.763560283102614,52558.3518048,22.26099,22.10504,21.35075,21.17153,21.05704,1237660025045975344,0.08502219,77759356
12.2009799051422,-0.766957194071921,52558.3518048,22.70744,22.40866,21.54496,21.43899,20.80748,1237660025045975445,0.1459811,77759454
12.1615726529016,-0.733443696873876,52558.3518048,22.88996,22.34229,21.64487,21.36507,21.45464,1237660025045975327,0.09562959,77759546
12.1775221432234,-0.817087741275656,52558.3518048,23.21131,24.02232,22.75536,21.16473,21.44891,1237660025045975845,0.1089121,77759379
12.1973194851431,-0.808042859074635,52558.3518048,20.69753,19.76397,19.2974,18.92348,18.9015,1237660025045975206,0.02288831,77759308
