ra,dec,mjd_g,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,objID,modelMagErr_i,modelMagErr_g
12.1822136472473,-0.752855417230441,53622.3565386569,22.44749,23.52113,21.71315,21.16837,20.57444,8658194259230917099,0.1161852,0.4216692
12.2278618589496,-0.790931732124985,53622.3565386569,21.78676,21.88685,21.41937,21.04527,20.7145,8658194259230916974,0.1574252,0.149838
12.150022193747,-0.744704839285658,53622.3565386569,24.49229,22.07335,20.92966,20.61013,20.87117,8658194259230916847,0.08759939,0.145598
12.1769611930886,-0.733015737726258,53622.3565386569,25.14452,21.81126,20.63794,20.21395,19.67098,8658194259230916895,0.06639141,0.1218687
12.1811235414422,-0.779243410839165,53622.3565386569,24.84647,22.52435,22.08233,21.47915,21.3915,8658194259230916903,0.1525642,0.1795651
12.2273981278763,-0.767632392749244,53622.3565386569,21.15482,23.82822,26.78173,23.52662,24.90112,8658194259230916767,1.614302,0.9953746
12.1829243283104,-0.729473038510384,53622.3565386569,26.12407,22.88471,22.05303,21.89573,21.71761,8658194259230917101,0.241096,0.2666398
12.1915450817994,-0.762408600414603,53622.3565386569,25.81562,20.68059,19.22997,18.51421,18.12145,8658194259230916697,0.01202136,0.03526397
12.194384400648,-0.755394787649465,53622.3565386569,22.83385,22.70772,21.79507,21.02548,21.22734,8658194259230917116,0.1203636,0.2461211
12.1791753829052,-0.758175698033879,53622.3565386569,23.43368,22.5102,20.70363,20.20995,19.83507,8658194259230916899,0.06292884,0.2176298
12.2366595601229,-0.741477093951519,53622.3565386569,24.4423,24.12802,21.46976,20.70393,19.83,8658194259230917151,0.1060288,0.9107472
12.2214533582092,-0.799298730155422,53622.3565386569,23.15275,23.81303,22.03877,20.41654,19.74307,8658194259230917139,0.06529069,0.5829683
12.2318170480428,-0.74090449004536,53622.3565386569,23.32209,23.03432,22.1799,22.38534,21.79697,8658194259230917147,0.3144055,0.2692213
12.1479687840408,-0.725084672221966,53622.3565386569,23.57684,22.54078,22.16453,22.21035,21.30695,8658194259230916839,0.2911188,0.1811588
12.1500352746558,-0.734618832241216,53622.3565386569,24.72832,23.44507,22.06193,22.21004,21.26369,8658194259230917067,0.264641,0.369202
12.1872639249773,-0.744089627483792,53622.3565386569,22.6794,22.63923,21.85653,22.2884,21.46143,8658194259230916908,0.3497911,0.2196106
12.177147910599,-0.775462872680248,53622.3565386569,23.213,22.80957,22.02948,21.07771,20.69811,8658194259230917209,0.1533742,0.3189514
12.2238560597791,-0.776993841537488,53622.3565386569,23.89031,22.21845,20.86192,19.89442,19.36177,8658194259230916674,0.03795033,0.138321
12.2223935842402,-0.735740767618489,53622.3565386569,22.14812,25.9756,24.7255,23.1778,23.03902,8658194259230916764,0.5752925,0.6608053
12.2475271337625,-0.782699216630458,53622.3565386569,22.34459,21.72316,20.68227,20.50553,21.3835,8658194259230916998,0.1508916,0.1947748
12.2478481912457,-0.719809454347927,53622.3565386569,21.8673,20.92437,20.40192,19.92644,19.96721,8658194259230916999,0.04916941,0.05563378
12.2344116283195,-0.76207206517972,53622.3565386569,24.26587,23.13776,21.36099,19.99508,19.23646,8658194259230917149,0.04168566,0.3144675
12.1767308505831,-0.753213463482911,53622.3565386569,24.08857,23.76517,22.71409,21.41685,21.43474,8658194259230917207,0.1475579,0.5183846
12.2328746721435,-0.819531873297967,53622.3565386569,22.98818,22.54438,21.93125,20.7288,20.65741,8658194259230916983,0.133783,0.2977112
12.2236019743289,-0.786687015964309,53622.3565386569,24.3292,22.32217,21.7467,21.4383,20.80518,8658194259230916967,0.1784414,0.1751277
12.2261909902597,-0.816446022332688,53622.3565386569,25.86216,20.75821,19.31473,18.37918,17.88461,8658194259230916701,0.01103811,0.0378092
12.2271174662337,-0.775549652216895,53622.3565386569,22.74814,22.61652,22.9731,22.93443,21.3885,8658194259230916972,0.584821,0.2108802
12.1835899308389,-0.739654865388843,53622.3565386569,25.57788,22.7208,21.38205,20.58763,20.49024,8658194259230917102,0.08227959,0.2497241
12.1907896486906,-0.726788569256304,53622.3565386569,23.43095,25.90714,23.01649,21.39266,20.41642,8658194259230917215,0.1358822,0.7261743
12.1757495239043,-0.717063327642803,53622.3565386569,24.52721,22.3883,22.57997,22.21314,22.64208,8658194259230916890,0.3110281,0.1678294
12.1938523441309,-0.796867816956585,53622.3565386569,23.29972,22.11678,21.40712,21.28454,20.43971,8658194259230916917,0.1829793,0.1703398
12.2225662696517,-0.725604404202048,53622.3565386569,25.4637,20.84676,19.13902,18.40647,17.82507,8658194259230916966,0.01973874,0.07455249
12.1874538891247,-0.736190079275631,53622.3565386569,21.613,21.7763,19.88536,18.63029,18.49743,8658194259230917108,0.04141718,0.2967024
12.1884815134403,-0.816715442641988,53622.3565386569,24.74181,22.55478,20.84403,20.56056,20.16323,8658194259230917110,0.08304183,0.2151851
12.2306093285484,-0.802180224211572,53622.3565386569,22.61256,23.27604,22.14823,21.42159,20.88171,8658194259230917144,0.1587973,0.3728479
12.1494225415624,-0.720574948978646,53622.3565386569,22.15172,22.28476,21.45023,21.14307,20.81312,8658194259230916842,0.1372863,0.1693791
12.2295800509126,-0.796518189605389,53622.3565386569,23.20833,21.73789,20.90344,20.46092,20.43289,8658194259230916980,0.07980253,0.1098566
12.1911406817704,-0.805864733694181,53622.3565386569,25.76961,22.73812,22.07112,21.69793,22.6536,8658194259230917114,0.2065748,0.2360303
12.2171975536916,-0.726086115206001,53622.3565386569,24.2035,23.23448,21.18243,20.33699,19.96717,8658194259230917136,0.05613908,0.3438028
12.1670373421976,-0.770803587443039,53622.3565386569,21.19204,20.78587,19.88296,19.63094,19.53148,8658194259230916744,0.05070833,0.06081697
12.209919774761,-0.80648417255314,53622.3565386569,23.1095,22.59842,22.5641,21.16453,22.87069,8658194259230917225,0.159315,0.2547979
12.1673878802293,-0.733083727739693,53622.3565386569,22.75499,22.40248,21.8016,21.56398,21.74979,8658194259230916872,0.1829814,0.1776826
12.2082203188939,-0.744762314255766,53622.3565386569,20.35557,17.98101,16.74674,16.27367,16.00572,8658194259230916668,0.003846163,0.006107249
12.1860186995037,-0.815340353338362,53622.3565386569,22.96276,21.71487,21.54685,21.26341,22.67808,8658194259230916907,0.1182517,0.08404231
12.167876375403,-0.81902515489579,53622.3565386569,26.38889,23.18528,21.7142,21.13715,20.99048,8658194259230917090,0.1592849,0.4355914
12.2098380497472,-0.768366945732967,53622.3565386569,25.45799,23.95082,22.10781,21.50846,20.82022,8658194259230917226,0.1914496,0.7112138
12.2255239841959,-0.734670641164347,53622.3565386569,17.94735,21.16702,30.17303,30.31872,17.25082,8658194259230916766,0.3435314,1.621544
12.2085304887601,-0.761714402432995,53622.3565386569,18.3892,16.62264,15.90466,15.65416,15.55405,8658194259230916630,0.003297086,0.003568568
12.1625384445559,-0.792253418122343,53622.3565386569,22.45703,23.80353,22.10617,21.65748,22.78502,8658194259230916739,0.176973,0.5175901
12.1728679696601,-0.758178051309985,53622.3565386569,22.47886,22.46842,21.77674,21.53539,22.40338,8658194259230916883,0.1971379,0.2046728
12.2199158125675,-0.786547664671057,53622.3565386569,24.4897,23.15284,21.25407,20.36233,19.82289,8658194259230917138,0.05236778,0.2926204
12.1627129431789,-0.77538436189162,53622.3565386569,21.24775,20.13057,19.57113,19.40809,19.53401,8658194259230916652,0.02344153,0.02284634
12.2169054173574,-0.809123433678694,53622.3565386569,20.82153,19.59761,19.71554,19.87387,19.98251,8658194259230916670,0.03403757,0.01585721
12.1855803790495,-0.778011654846371,53622.3565386569,23.24535,22.8426,22.3981,22.29313,21.17052,8658194259230917106,0.2791536,0.2200517
12.2045389493624,-0.729026376745553,53622.3565386569,23.89994,21.63484,21.42944,21.28087,21.58549,8658194259230916932,0.176494,0.1080189
12.2144755280376,-0.754029799399916,53622.3565386569,26.19633,22.02102,23.25736,21.02318,20.16743,8658194259230916951,0.1537246,0.1678311
12.2038601982257,-0.788497364093721,53622.3565386569,23.16026,22.35242,20.69643,19.43104,18.94471,8658194259230917125,0.04507886,0.2675391
12.2112028036929,-0.76727536755852,53622.3565386569,22.32359,22.8849,21.69272,21.5704,20.75192,8658194259230917131,0.2366267,0.3392376
12.2033067723698,-0.722423604498826,53622.3565386569,22.77513,21.3357,20.8221,20.39737,20.66764,8658194259230916929,0.06527527,0.07043775
12.2100161660791,-0.781299166288219,53622.3565386569,22.16662,20.87843,20.41622,20.24565,20.2133,8658194259230916943,0.07141071,0.05559919
12.224727666832,-0.727482810620797,53622.3565386569,22.45292,22.16588,21.83261,21.47721,21.5109,8658194259230916968,0.1604169,0.1371232
12.1704834190068,-0.752304690999187,53622.3565386569,22.74011,21.03711,19.39155,18.17036,17.57428,8658194259230916695,0.009489257,0.04673234
12.2109633999271,-0.719656739165071,53622.3565386569,22.20071,22.68141,22.14238,22.22173,22.22668,8658194259230916945,0.2636846,0.1928677
12.2043798742234,-0.795955236546823,53622.3565386569,25.25554,22.93512,22.04121,22.72945,21.32123,8658194259230917126,0.4652162,0.2598445
12.1681254512289,-0.763602050700099,53622.3565386569,22.05247,22.28466,21.35939,21.06755,21.6323,8658194259230916874,0.09775599,0.1381117
12.2032803446948,-0.808071810851046,53622.3565386569,25.17443,22.83552,21.08732,20.09182,19.60925,8658194259230917123,0.06520836,0.3337783
12.2132295542597,-0.806826406919168,53622.3565386569,23.0552,22.16317,21.28803,21.5491,21.64494,8658194259230917134,0.3384626,0.2520488
12.1603267350327,-0.813175863159537,53622.3565386569,22.5141,21.58444,21.18337,21.16925,20.86879,8658194259230916864,0.1064214,0.07332249
12.1682942399478,-0.737332864996789,53622.3565386569,22.85214,24.2535,21.48939,20.8595,21.21587,8658194259230916876,0.1192353,0.9364038
12.1596425331823,-0.754182745915598,53622.3565386569,20.2471,17.56342,16.07664,15.44469,15.11164,8658194259230916648,0.003203607,0.004963765
12.2145589441492,-0.792733942035237,53622.3565386569,22.33087,25.49564,24.23037,23.94342,22.81595,8658194259230916760,0.8901451,0.8313728
12.160121355387,-0.809453979267564,53622.3565386569,23.26999,22.4197,21.62362,21.31798,21.82219,8658194259230917080,0.2056073,0.2354608
12.1681241083625,-0.736865512699793,53622.3565386569,24.83407,22.944,24.18041,22.63965,22.83986,8658194259230916878,0.3819857,0.2418138
12.2029584951731,-0.749035298205346,53622.3565386569,24.28013,21.6949,20.0996,18.78295,18.08981,8658194259230916717,0.0145101,0.08116896
12.1591986240014,-0.814940299814602,53622.3565386569,25.88864,23.10001,21.78851,20.85706,20.27372,8658194259230917079,0.08817747,0.2955581
12.1630161858644,-0.720543210795212,53622.3565386569,24.52144,22.55486,20.78015,20.10192,19.69572,8658194259230917081,0.06802883,0.2666259
12.2127676048963,-0.799995501545209,53622.3565386569,25.96149,23.0612,22.04729,21.09068,20.50089,8658194259230917227,0.1378873,0.3522867
12.216101905363,-0.770400044306071,53622.3565386569,22.35311,21.9885,20.86075,20.28502,19.71943,8658194259230916954,0.08531734,0.1726048
12.2089172958282,-0.755130941143097,53622.3565386569,22.3975,22.02635,21.14627,20.91731,21.22248,8658194259230916938,0.1139435,0.1362665
12.17767437038,-0.748832386524928,53622.3565386569,22.13553,22.25876,21.4024,21.03806,21.15892,8658194259230916896,0.1158673,0.1568532
12.1543389023327,-0.776917368226605,53622.3565386569,21.87956,23.1637,22.40607,21.41567,20.67077,8658194259230917201,0.1571562,0.3298766
12.1655273498813,-0.792935737365431,53622.3565386569,20.9229,25.47245,26.42145,26.6628,22.94068,8658194259230916741,0.3569361,1.235701
12.2432006580065,-0.734159815351778,53622.3565386569,23.01937,23.43114,22.15615,21.82757,20.52473,8658194259230916775,0.2457566,0.4548669
12.1565510330752,-0.798926559022974,53622.3565386569,22.40778,22.57116,21.77378,21.4334,21.21192,8658194259230916857,0.1425192,0.1805556
12.2014875445888,-0.735624526288466,53622.3565386569,22.05203,24.21144,23.84652,21.24096,20.93308,8658194259230917221,0.1384374,0.7864591
12.2467285019455,-0.745265486247891,53622.3565386569,25.69782,22.72831,21.55235,20.44081,19.92403,8658194259230916996,0.05651787,0.206097
12.1507358090448,-0.72463353245997,53622.3565386569,25.10696,23.56289,21.7852,21.4882,21.39615,8658194259230917069,0.1394487,0.4060407
12.1981680681058,-0.736922377183052,53622.3565386569,22.97613,19.90875,18.31882,17.02866,16.34301,8658194259230916663,0.005082863,0.01964706
12.2010296541378,-0.766936492855986,53622.3565386569,24.48529,22.59954,21.85851,21.7471,21.57143,8658194259230916927,0.1837823,0.1851857
12.1973304381012,-0.808059981558507,53622.3565386569,20.97016,19.98522,19.41478,19.05725,19.01584,8658194259230916755,0.02517558,0.02640712
12.1656768493492,-0.762025031746338,53622.3565386569,21.28354,20.05454,19.46993,19.25987,19.13175,8658194259230916657,0.02171828,0.02208438
12.1529420095808,-0.77374533839016,53622.3565386569,23.20162,21.81042,20.75556,20.38409,20.35873,8658194259230916850,0.06440092,0.1043547
12.1527233371862,-0.79442892055992,53622.3565386569,22.56215,23.22418,22.01052,21.69611,21.42412,8658194259230917073,0.1692385,0.3069021
12.1536924625611,-0.746647984851801,53622.3565386569,23.64108,23.19697,22.02319,21.34695,20.86926,8658194259230917076,0.1393425,0.3234075
12.2449524350088,-0.80159378784372,53622.3565386569,26.27523,23.22843,21.97634,21.50596,20.5893,8658194259230917157,0.1646563,0.3436974
12.1557732267544,-0.792687451467266,53622.3565386569,21.95878,23.80128,26.07773,25.40357,21.93637,8658194259230916737,0.6464373,0.4885252
12.2422637668779,-0.727896220716912,53622.3565386569,21.15422,19.63365,19.7869,19.80872,19.85734,8658194259230916680,0.03454421,0.01689268
12.2060595134535,-0.754161669323875,53622.3565386569,21.71939,18.9743,17.54653,16.74534,16.33698,8658194259230916666,0.004519246,0.01057878
12.2386194643937,-0.731171221539823,53622.3565386569,20.9747,19.53854,19.02751,18.73841,18.67498,8658194259230916679,0.01448748,0.0157583
12.244987146348,-0.736898383287327,53622.3565386569,22.26939,21.27625,20.32854,19.7626,19.11441,8658194259230916992,0.03890941,0.06832416
12.1535661187657,-0.767309065569939,53622.3565386569,26.03102,23.03926,21.55141,20.89295,20.77724,8658194259230917075,0.08293165,0.2598206
12.1951428184407,-0.764252297819088,53622.3565386569,22.68352,22.51624,20.75078,20.01835,19.66311,8658194259230917117,0.04874128,0.2041362
12.1483960640701,-0.733736651208013,53622.3565386569,23.24863,25.92871,22.31722,22.89302,24.04731,8658194259230917066,0.467383,0.6689032
12.1524915809289,-0.799575947937213,53622.3565386569,23.10478,20.48093,18.80109,17.85217,17.32768,8658194259230916693,0.007765976,0.02976572
12.1985201810579,-0.793661354249526,53622.3565386569,22.79709,20.13625,18.8714,18.32794,18.07001,8658194259230916664,0.01205453,0.02334353
12.200353288746,-0.800286907756439,53622.3565386569,26.1292,23.34014,22.39273,21.44538,22.81635,8658194259230917220,0.165891,0.3982457
12.2464353128181,-0.767089715269541,53622.3565386569,22.91321,21.7899,21.59244,21.23082,21.00554,8658194259230916994,0.1131831,0.08986073
12.227808112936,-0.723374327040277,53622.3565386569,21.79698,20.54055,20.10386,20.05567,20.02972,8658194259230916769,0.04033641,0.0320104
12.2478347025054,-0.797016125692774,53622.3565386569,23.31077,20.5778,19.35914,18.70153,18.3464,8658194259230916702,0.01429091,0.03406082
12.1536284343965,-0.761324214058775,53622.3565386569,23.25841,21.99631,20.54657,19.88916,19.37362,8658194259230916851,0.03551732,0.1073936
12.1532227492751,-0.796106401679437,53622.3565386569,23.51605,22.80486,22.62628,21.80312,22.05598,8658194259230917200,0.1965635,0.2213553
12.1998523765517,-0.806734615490571,53622.3565386569,22.53277,21.83072,21.34194,21.39141,20.58202,8658194259230916926,0.1458675,0.1005435
12.2057760242353,-0.775705384148687,53622.3565386569,22.4468,21.62842,20.28918,19.83125,19.17293,8658194259230916935,0.04875065,0.1069606
12.1970695220318,-0.717462359303804,53622.3565386569,24.29909,22.81467,25.27068,25.59746,22.58311,8658194259230916923,0.5654768,0.2194505
12.2262019538367,-0.816458266142367,53634.30602811,21.94416,20.65281,19.17474,18.34704,17.83039,8658194418148573256,0.01201129,0.08677589
12.1754285527835,-0.819380265295783,53634.30602811,22.00436,22.19284,21.10891,21.18519,20.55934,8658194418148573455,0.172707,0.4613928
12.247840085169,-0.797020118857298,53634.30602811,27.14838,20.5521,19.22484,18.72426,18.39898,8658194418148573259,0.01620182,0.07929
12.167766954127,-0.761046605855752,53634.30602811,26.44575,22.47505,21.25943,20.22861,19.659,8658194418148573451,0.05767964,0.4717655
12.1776804290662,-0.748872939184277,53634.30602811,21.47475,21.58583,20.98456,20.75304,20.71712,8658194418148573458,0.1418789,0.3211815
12.2169017765709,-0.80913859462649,53634.30602811,20.44337,19.48249,19.60209,19.7264,19.72437,8658194418148573290,0.03590929,0.03113802
12.192963243408,-0.770152527196145,53634.30602811,25.49507,22.74574,21.69817,23.72537,22.13306,8658194418148573489,1.062682,0.6035511
12.1774126231993,-0.817164138288568,53634.30602811,22.05681,27.17243,21.84009,20.74816,20.08094,8658194418148573624,0.1615904,1.385713
12.1507482593042,-0.72469887775044,53634.30602811,26.99289,24.40672,22.12594,21.28917,20.78637,8658194418148573607,0.1415511,2.124772
12.1834675638295,-0.739644228998406,53634.30602811,22.16977,21.61925,20.26352,20.13859,19.48757,8658194418148573469,0.1322858,0.5314495
12.1749072712802,-0.760230108509096,53634.30602811,22.1453,22.11056,21.70703,21.17737,20.96083,8658194418148573619,0.1543623,0.3831256
12.1935403010499,-0.819820172262542,53634.30602811,23.67974,21.71865,22.95026,24.90813,23.11875,8658194418148573342,1.02923,0.2276645
12.2226025320951,-0.725606439150019,53634.30602811,20.65775,20.67504,18.91939,18.23274,17.73635,8658194418148573532,0.02373851,0.2192458
12.229568301719,-0.796509272124541,53634.30602811,22.14135,22.3642,20.91705,20.77841,20.34699,8658194418148573543,0.1098277,0.4898774
12.2478557946729,-0.719853015630483,53634.30602811,22.28432,21.181,20.32699,20.10658,19.86272,8658194418148573367,0.05620787,0.1555832
12.2365063836349,-0.74144362395017,53634.30602811,22.58624,23.37611,21.06326,20.81442,20.96881,8658194418148573547,0.1222965,1.294315
12.1500697650428,-0.744546771183548,53634.30602811,22.03214,22.69531,20.99573,20.79327,20.32545,8658194418148573428,0.1364292,0.8099887
12.1769331376236,-0.733023340846479,53634.30602811,21.25398,21.0275,19.93108,19.6171,18.86408,8658194418148573457,0.08533262,0.3183538
12.1821065494365,-0.752858737474322,53634.30602811,23.75144,22.10512,20.96297,20.76443,20.07037,8658194418148573466,0.1439354,0.5138111
12.1894719810956,-0.752603883524752,53634.30602811,26.96608,22.27147,21.30786,20.99494,21.16054,8658194418148573482,0.1555858,0.5258989
12.2214617132815,-0.799256251908011,53634.30602811,23.6126,23.00915,22.16365,20.78005,19.92568,8658194418148573654,0.09705888,0.7793483
12.1915472443223,-0.762404779443983,53634.30602811,21.86112,20.50432,19.09707,18.46439,18.00565,8658194418148573251,0.01313531,0.07617868
12.1880839506505,-0.728887378719655,53634.30602811,22.46312,21.2208,20.10967,19.68727,19.07184,8658194418148573477,0.05504041,0.2223512
12.1798231043543,-0.717277976441976,53634.30602811,23.82204,25.63477,22.06984,21.21008,20.60919,8658194418148573628,0.1331926,2.321597
12.2344258800012,-0.762099846420168,53634.30602811,25.06063,22.27718,21.33026,19.96916,19.18291,8658194418148573546,0.04456943,0.3783814
12.181164419732,-0.779224115540924,53634.30602811,26.58302,23.75414,21.92324,21.46862,20.72489,8658194418148573630,0.1657363,1.360026
12.1878181429366,-0.794344385727479,53634.30602811,26.4443,26.87938,24.09841,22.29701,20.26011,8658194418148573717,0.3628213,1.015338
12.2085343158765,-0.761712916520982,53634.30602811,18.19,16.49681,15.80389,15.58955,15.47474,8658194418148573225,0.00353335,0.004340583
12.2161061380925,-0.770442335827875,53634.30602811,22.15292,23.03505,21.07344,20.69212,20.30816,8658194418148573521,0.09953233,0.8712932
12.1934651160016,-0.769986357957368,53634.30602811,22.54464,22.62606,21.82057,20.39618,20.01651,8658194418148573488,0.09295123,0.7411252
12.1787225324903,-0.765171980614337,53634.30602811,22.55651,22.92155,21.60906,20.34529,19.24068,8658194418148573714,0.1793434,1.939376
12.1792403154556,-0.758190531498344,53634.30602811,24.35403,23.37507,20.54158,20.2378,19.56419,8658194418148573460,0.07850762,1.40417
12.1839370187308,-0.728099797218465,53634.30602811,22.97777,21.71546,20.68932,20.40357,20.26545,8658194418148573472,0.1054704,0.3626394
12.1766359467171,-0.729311619629113,53634.30602811,21.13873,19.85624,18.89233,18.3751,18.0551,8658194418148573337,0.02034256,0.07773518
12.1874644313132,-0.736189117923672,53634.30602811,24.68145,22.35065,21.73656,20.34215,19.78367,8658194418148573476,0.06110151,0.4062978
12.1669049246746,-0.770720190477993,53634.30602811,21.97592,20.25128,19.52198,19.42136,18.97309,8658194418148573333,0.07220457,0.1594402
12.2199647499118,-0.786559901848262,53634.30602811,21.72507,23.70951,21.17084,20.43734,19.91879,8658194418148573355,0.06727987,1.331877
12.1536257365744,-0.746685060095144,53634.30602811,21.10165,21.34906,21.3691,20.33529,20.40771,8658194418148573608,0.1528101,0.4067178
12.1524939485929,-0.799569527388327,53634.30602811,26.81247,20.16913,18.73336,17.76147,17.2538,8658194418148573243,0.008165389,0.05670091
12.2449458937088,-0.736952063947062,53634.30602811,26.14991,21.50996,20.21415,19.72647,19.43773,8658194418148573553,0.04834372,0.2505173
12.2460346326473,-0.774082563283261,53634.30602811,27.57932,21.62136,25.90905,23.72269,22.07044,8658194418148573366,1.023293,0.209793
12.2304384350806,-0.801977775418967,53634.30602811,22.94846,24.21317,21.96885,20.89942,20.67874,8658194418148573658,0.140307,2.578596
12.2199649411643,-0.786083931636068,53634.30602811,23.9987,21.72309,23.21741,24.71598,23.13492,8658194418148573356,1.13077,0.2302607
12.1860548669581,-0.815282883575445,53634.30602811,23.03809,21.7629,21.22906,21.20915,21.1754,8658194418148573474,0.1402412,0.2522746
12.1536231835097,-0.761317777849598,53634.30602811,22.23335,22.08293,20.55887,19.80078,19.38751,8658194418148573433,0.03926785,0.3313508
12.2204954209422,-0.753869587007165,53634.30602811,23.357,22.32026,22.51729,21.44764,21.47217,8658194418148573653,0.1928352,0.4497508
12.2100880667486,-0.781360154689049,53634.30602811,23.59274,21.15536,20.65924,20.38041,20.09695,8658194418148573351,0.08102058,0.1723863
12.2120000625761,-0.816581044838309,53634.30602811,20.72506,27.20019,24.50486,23.97364,21.82728,8658194418148573289,1.1074,0.741327
12.1592176172251,-0.815013111392478,53634.30602811,27.7255,22.6755,21.8873,20.43346,19.92968,8658194418148573611,0.08748998,0.7132584
12.2155337091701,-0.745101403936969,53634.30602811,26.90674,27.27896,21.91033,23.1543,21.74235,8658194418148573520,0.7152576,0.6902549
12.202972996351,-0.749043302983949,53634.30602811,22.01834,21.54249,19.97778,18.75164,17.99525,8658194418148573273,0.01654479,0.1961716
12.1681264028622,-0.763577239427609,53634.30602811,21.69949,21.90284,21.00816,21.09737,20.16977,8658194418148573452,0.1382407,0.3102086
12.204440078986,-0.792765165472058,53634.30602811,20.67456,22.93808,25.61279,26.72916,22.82715,8658194418148573288,0.2629497,0.6880862
12.2126858565352,-0.800012797103798,53634.30602811,26.44036,25.12448,21.24029,21.28616,20.39298,8658194418148573509,0.1922976,3.40467
12.2109242460102,-0.719640108163664,53634.30602811,27.01772,22.76042,22.16536,21.63497,21.3627,8658194418148573648,0.1969035,0.587779
12.2025808697883,-0.761026716448327,53634.30602811,22.57436,21.81797,21.44824,21.30096,20.93151,8658194418148573497,0.1887894,0.308555
12.1683901102613,-0.737289365608342,53634.30602811,21.99722,22.94788,21.08824,20.30744,19.62374,8658194418148573615,0.1129231,1.283325
12.2036194809746,-0.788708452665321,53634.30602811,23.44739,22.61293,20.87597,19.60984,19.15117,8658194418148573499,0.0529299,0.829541
12.1603225769875,-0.813158358670627,53634.30602811,25.86025,21.33389,21.0878,20.95274,21.02185,8658194418148573330,0.1050444,0.1648419
12.1596419218529,-0.754168876779264,53634.30602811,20.05892,17.38119,15.99888,15.37537,15.0377,8658194418148573216,0.003480303,0.006630367
12.1846536094835,-0.761104299694542,53634.30602811,27.57018,22.12009,23.93107,21.64311,21.33711,8658194418148573632,0.1960523,0.3299355
12.1704807867998,-0.752295011846291,53634.30602811,27.45208,20.76021,19.33105,18.14389,17.48006,8658194418148573247,0.01057569,0.09687497
12.1601989042459,-0.749003707681794,53634.30602811,28.0738,24.73931,21.08874,20.85958,20.72332,8658194418148573612,0.176093,4.327678
12.2032830753241,-0.807947586702079,53634.30602811,28.23344,22.48885,20.78711,19.73772,19.21839,8658194418148573644,0.08950023,1.141998
12.2045675646004,-0.728940101970365,53634.30602811,26.78427,21.4243,21.07252,20.83888,20.69596,8658194418148573500,0.1557535,0.2782328
12.2177217493823,-0.722962745937101,53634.30602811,21.94186,21.15124,19.66162,18.96476,18.53983,8658194418148573274,0.0198738,0.1407685
12.178167830423,-0.82169779122606,53634.30602811,26.24863,23.20048,24.64896,21.57642,21.49158,8658194418148573626,0.1807903,0.8647861
12.2171577562735,-0.726071341850406,53634.30602811,23.54378,23.5683,20.90431,20.29943,19.8126,8658194418148573523,0.0683501,1.342961
12.2187822110168,-0.771626764459716,53634.30602811,23.92652,25.99069,23.2633,21.56294,22.99503,8658194418148573650,0.1840665,1.925439
12.1627076168106,-0.775365810718058,53634.30602811,20.7349,19.86,19.45518,19.26818,19.25248,8658194418148573271,0.02752245,0.04597473
12.2089673611337,-0.755109936059022,53634.30602811,20.8081,22.29652,21.35497,20.93517,20.26082,8658194418148573505,0.1445126,0.5173618
12.2100063481393,-0.729866416785288,53634.30602811,20.94621,21.22508,20.64654,20.2886,19.91585,8658194418148573353,0.07850818,0.1891286
12.2082242709452,-0.744759133353532,53634.30602811,20.36558,17.85672,16.63552,16.20811,15.94174,8658194418148573223,0.004085645,0.008901647
12.2104221012559,-0.818040962855623,53634.30602811,27.83241,26.41577,20.71533,19.69603,19.29717,8658194418148573506,0.05528117,2.316641
12.2060651078445,-0.754164451464037,53634.30602811,21.53124,18.83976,17.43162,16.68727,16.25655,8658194418148573221,0.004797474,0.0183786
12.2464979919197,-0.767115536914855,53634.30602811,25.58891,22.17407,21.17847,21.00984,21.04097,8658194418148573557,0.1125808,0.3450865
12.2015499397067,-0.735628987588519,53634.30602811,22.45074,24.13109,22.41951,21.38194,20.41191,8658194418148573642,0.168576,1.928055
12.1536343846622,-0.767368632274836,53634.30602811,25.00352,23.76522,21.49068,21.02517,20.5772,8658194418148573437,0.1147902,1.425107
12.2010763270356,-0.766940581476818,53634.30602811,25.95071,22.38972,21.71599,21.83298,21.84838,8658194418148573495,0.2396817,0.4313212
12.1492783094593,-0.720567361653609,53634.30602811,22.53547,23.18328,21.04953,20.96334,21.08366,8658194418148573423,0.1459865,1.135417
12.1527564376591,-0.728649109764951,53634.30602811,26.98772,22.91002,21.63661,20.3809,19.84508,8658194418148573431,0.06277956,0.6703316
12.2474658661326,-0.782521129111997,53634.30602811,21.6834,22.41982,21.23915,21.42759,21.16847,8658194418148573561,0.1881074,0.4884008
12.2422559177159,-0.727894926523777,53634.30602811,20.43529,19.67843,19.63109,19.75548,19.81982,8658194418148573292,0.03735873,0.0366166
12.1529453464327,-0.773622506270918,53634.30602811,21.95963,21.30712,20.56343,20.31243,20.05644,8658194418148573432,0.07991166,0.2080894
12.245014753405,-0.80151407674729,53634.30602811,22.81852,23.1901,21.70956,21.05997,20.96299,8658194418148573555,0.1333534,0.969652
12.1529053190864,-0.791918713948984,53634.30602811,25.15644,21.65733,20.44925,19.31433,18.66367,8658194418148573327,0.02484101,0.2154921
12.1999319149672,-0.806780418603254,53634.30602811,25.16675,21.7391,20.83659,20.7899,21.42874,8658194418148573494,0.1293048,0.3275937
