ra,dec,mjd_g,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,objID,modelMagErr_i,modelMagErr_g
12.1767476105314,-0.753173917256969,51819.3899519,24.72378,22.93482,22.9522,21.23667,20.73076,8658177822391075590,0.1260439,0.3056196
12.1791762977643,-0.758214489989007,51819.3899519,22.98531,22.88458,20.73614,20.18461,19.67258,8658177822391075485,0.04934859,0.2936074
12.1787385896094,-0.765130399661764,51819.3899519,25.7959,23.96694,23.27108,21.3588,20.5581,8658177822391075595,0.1254914,0.6348181
12.1829164195928,-0.72945917485429,51819.3899519,23.44435,22.66265,21.7389,21.20685,20.64323,8658177822391075493,0.1284321,0.2564302
12.183737595296,-0.732522910268491,51819.3899519,24.17813,23.71319,22.11306,21.36277,21.41689,8658177822391075496,0.1177547,0.5060372
12.1774712099019,-0.781219836603047,51819.3899519,26.04672,23.43796,22.09038,21.58458,20.80342,8658177822391075481,0.1526299,0.4238612
12.1766551817026,-0.729337036120568,51819.3899519,21.14075,19.8885,18.84673,18.38509,17.9517,8658177822391075011,0.01715907,0.03104843
12.1604211882618,-0.809908733141932,51819.3899519,21.33998,22.97528,21.50226,21.52822,21.17938,8658177822391075042,0.2088294,0.4017879
12.1854269980558,-0.777962701052386,51819.3899519,22.64823,23.03287,21.86489,21.62309,21.63328,8658177822391075500,0.1825051,0.3468044
12.1776340289776,-0.748837827360463,51819.3899519,22.53175,21.95634,21.00575,20.77863,20.88034,8658177822391075316,0.08235416,0.1277227
12.1860393214795,-0.815304956048765,51819.3899519,22.48754,21.76729,21.44053,21.1462,20.98757,8658177822391075050,0.08077595,0.08116584
12.1780415236962,-0.821833322131638,51819.3899519,25.70466,24.32999,23.14612,21.84847,21.12829,8658177822391075593,0.1499436,0.642399
12.1677603604662,-0.761124085095392,51819.3899519,25.1068,22.51156,21.20231,20.25954,19.5582,8658177822391075288,0.03984511,0.1645961
12.1627187279236,-0.775366679669833,51819.3899519,21.04304,19.9235,19.49969,19.30901,19.31615,8658177822391074943,0.0187746,0.02136001
12.1674156765312,-0.733039945918179,51819.3899519,24.17452,22.46136,21.54704,21.28435,21.32182,8658177822391075287,0.1272523,0.1978329
12.1600422977544,-0.727926895813079,51819.3899519,25.74206,22.55186,21.74882,21.89941,21.29704,8658177822391075276,0.2331105,0.2309514
12.1499374135937,-0.744563208674571,51819.3899519,22.0885,21.98119,20.79707,20.49823,20.40718,8658177822391075256,0.07307619,0.1474222
12.1669619595811,-0.770737206118333,51819.3899519,21.3131,20.51635,19.79464,19.54895,19.35104,8658177822391075286,0.04604499,0.05643076
12.1685517981334,-0.815590256883228,51819.3899519,22.16694,22.10433,20.96083,20.60803,19.95535,8658177822391075290,0.1025261,0.1998446
12.1634938137438,-0.718110145364582,51819.3899519,24.61885,21.96429,20.11855,19.26801,18.69929,8658177822391075282,0.03162473,0.1837668
12.1576151915718,-0.729744913069753,51819.3899519,23.70303,23.99268,22.33222,21.25754,21.70655,8658177822391075585,0.133051,0.7746541
12.1616004538303,-0.733494073128561,51819.3899519,23.25301,22.34692,21.70215,21.19691,20.89169,8658177822391075277,0.08595243,0.1394103
