ra,dec,mjd_i,u,g,r,i,z,objID,err_i
12.1852746291957,-0.778046464328283,54424.20414969,26.1361,22.50788,22.61962,20.73679,21.40973,8658201135446032907,0.1594417
12.2010050924288,-0.766988949005427,53700.25832294,22.85441,22.45088,21.76136,21.76397,21.23039,8658195646510793057,0.2130522
12.1908483958245,-0.780957223281231,54407.26771017,22.51439,25.84959,24.21707,23.70462,23.08789,8658200882074026169,1.291826
12.2057064687931,-0.775570749837409,53685.2613568291,23.26784,21.57374,20.33492,20.01982,19.42883,8658195423170461977,0.06775184
12.1951239692792,-0.764288922818254,54422.2681472901,23.91574,22.66998,20.66035,20.07758,19.52598,8658201092527423868,0.05105764
12.1915227428196,-0.762402125303829,54424.20414969,25.9208,20.50007,19.16542,18.42361,18.02741,8658201135446032458,0.0118923
12.2009657239787,-0.766964445416365,54424.20414969,26.44422,22.36765,21.82894,21.38491,21.73866,8658201135446032739,0.1380199
12.2026778122361,-0.761015857459397,54424.20414969,26.42675,22.80359,21.13295,20.53215,20.44684,8658201135446032740,0.1062492
12.2057703329654,-0.775711685752524,54387.3572933,25.94145,21.19603,20.02997,19.50452,19.09903,8658200594310955270,0.04610801
12.2057715235068,-0.775636062717118,53697.25942276,24.7543,21.55657,20.34507,19.83361,19.34507,8658195603559022968,0.03952874
12.2057716752219,-0.775688119091909,54417.26530361,23.5537,21.35853,19.86694,19.39004,19.05056,8658201028077093279,0.03741382
12.2057719637675,-0.775659459551322,53705.24519446,24.69985,21.46963,20.02099,19.50148,19.05998,8658195728113074529,0.03366876
12.1915383137632,-0.762394944373227,53697.25942276,23.66625,20.61354,19.23554,18.50318,18.07998,8658195603559022724,0.01000293
12.1915464206975,-0.76240675792033,53655.28089453,22.51797,20.54934,19.1448,18.42642,18.03235,8658194821877203062,0.0113639
12.205773223913,-0.775703211025831,54413.26320611,22.97629,21.34821,20.05744,19.78753,19.12831,8658200972268863950,0.04699823
12.2026417105384,-0.761010659821242,53697.25942276,25.52362,22.07447,21.54271,20.70358,20.13816,8658195603559022961,0.0785162
12.1950988092914,-0.764219776992853,54407.26771017,22.33792,21.90226,20.51015,19.88478,19.29988,8658200882074026344,0.06712525
12.2057747835325,-0.775677582892803,53669.26518442,22.23621,21.11739,19.82905,19.38826,19.0074,8658195092456473253,0.03617839
12.1931164436853,-0.778456271612005,52931.254564,26.34157,23.06637,22.74639,21.13335,22.14145,8658188289225065251,0.1252604
12.2009825882127,-0.766965268991206,54417.26530361,24.29153,22.86632,21.85961,21.77388,22.46717,8658201028077093268,0.1320927
12.1978847810824,-0.775025324999435,54407.26771017,22.65574,25.58624,25.38693,25.9871,21.74445,8658200882074026171,0.6515493
12.1950951530872,-0.764298787074938,53705.24519446,24.40138,22.29229,20.62362,19.90968,19.60523,8658195728113074508,0.03743385
12.2057760242353,-0.775705384148687,53622.35405081,22.4468,21.62842,20.28918,19.83125,19.17293,8658194259230916935,0.04875065
12.1950942968762,-0.764252297292494,54411.22267658,22.74113,22.15665,20.4652,19.75787,19.40084,8658200933607342607,0.03408458
12.193434979238,-0.770016893858276,54387.3572933,22.01858,21.94815,20.92605,20.49591,19.869,8658200594310955247,0.08644994
12.1935607248391,-0.769983930703562,54424.20414969,21.34567,21.71859,20.60569,20.11602,19.30484,8658201135446032730,0.1084539
12.1915314949625,-0.762399342104904,54411.22267658,24.36868,20.55302,19.15184,18.44821,18.08212,8658200933607342158,0.009427234
12.2057860104163,-0.775690744839918,51819.3878788,22.69089,21.18879,20.00259,19.53296,19.08473,8658177822391140580,0.03798199
12.2057873344131,-0.775681397195698,52522.3488462,22.96245,21.18904,20.00156,19.527,19.03668,8658466040448876995,0.04524644
12.2025970107559,-0.76104242798223,53700.25832294,22.72539,22.4471,21.31874,21.16693,20.69731,8658195646510793059,0.1056282
12.2009460523198,-0.773284125440945,54424.20414969,21.99482,20.74405,19.45235,18.84626,18.48462,8658201135446032462,0.01560031
12.1950673763212,-0.764275594533319,54387.3572933,23.42239,22.08039,20.69226,19.92386,19.50903,8658200594310955250,0.04819693
12.1950742454197,-0.764264972205044,54424.20414969,24.46511,22.76325,20.79761,20.13175,19.64007,8658201135446032731,0.05748314
12.1951018118043,-0.764252144517809,53697.25942276,23.24945,22.08102,20.4749,19.85711,19.18303,8658195603559022948,0.04294987
12.1823243163472,-0.778358543013985,53685.2613568291,22.25692,23.98673,26.23804,23.59878,20.39445,8658195423170462142,1.157318
12.2057901797715,-0.77569101703184,53655.28130923,22.85614,21.38972,20.1635,19.71617,19.37937,8658194821877268662,0.04607236
12.1846204364391,-0.76097750181513,54411.22267658,23.3408,24.03373,22.35583,21.83,21.31583,8658200933607342943,0.118984
12.1899997638063,-0.771763234916381,53700.25832294,23.13247,26.50949,21.78096,23.50704,24.39658,8658195646510793253,1.081365
12.2057940121896,-0.775674440171865,53671.34988267,21.2806,21.27597,19.77959,19.30491,18.91935,8658195135395922441,0.04048757
12.2025773408088,-0.761093596563732,54061.27686853,22.1053,22.60061,21.00451,20.63048,19.959,8658198597387092414,0.1106998
12.184680859128,-0.760926841263738,52931.254564,24.009,23.92737,22.55872,21.84561,20.73774,8658188289225065125,0.1593686
12.1854157098636,-0.778027904069154,52931.254564,22.87377,22.76324,22.21204,22.03126,24.16796,8658188289225065126,0.2391118
12.1950641323429,-0.764273931102075,54417.26530361,24.55911,22.01588,20.64073,19.93082,19.6328,8658201028077093249,0.0390875
12.1915285510088,-0.762412242881749,53669.26518442,23.9621,20.531,19.07504,18.45362,18.07527,8658195092456472720,0.009613969
12.2009457547846,-0.77328656328837,54402.35060977,24.82632,20.63383,19.39756,18.83057,18.46339,8658200783287615584,0.01780454
12.1897170179612,-0.764683816479983,53700.25832294,21.82227,25.92178,24.1717,23.37988,21.28669,8658195646510792878,0.598086
12.2058013564091,-0.775708860380348,52552.3447596,21.82709,21.12312,19.81134,19.38762,18.93239,8658466190789378358,0.03571197
12.2058019290881,-0.775693203975464,54422.2681472901,22.33792,21.32671,20.07883,19.64902,19.29094,8658201092527423695,0.04510545
12.1914810116288,-0.758406809036054,54407.26771017,22.92961,23.52711,27.01652,25.79335,19.22663,8658200882074026589,1.528677
12.1915201601853,-0.762431380116232,53700.25832294,22.73417,20.57593,19.17502,18.45648,18.12948,8658195646510792816,0.01112015
12.2025922067395,-0.761045487754391,54387.3572933,22.11633,22.31798,21.34331,20.74969,20.59576,8658200594310955262,0.1005075
12.200970086976,-0.773279606432469,53655.28089453,25.2607,20.77138,19.46297,18.86954,18.46229,8658194821877203063,0.01838987
12.2058077180237,-0.775670820872231,52931.254564,23.62832,21.47528,20.305,19.80695,19.54455,8658188289225064950,0.03936324
12.2058463286285,-0.775731560104123,53664.30609404,22.36601,21.56125,20.52815,20.2603,19.74244,8658194997966209168,0.1010605
12.1915310936165,-0.762400370863953,53685.2613568291,21.66592,20.4982,19.18424,18.4631,18.17644,8658195423170461777,0.01497931
12.1915369888307,-0.762401488026818,52931.254564,22.31859,20.54637,19.13724,18.43017,18.02896,8658188289225064542,0.009928037
12.2009625287154,-0.773288592633544,53685.2613568291,25.27112,20.94449,19.44948,18.88071,18.53639,8658195423170461778,0.02088697
12.1927687693193,-0.758676287134723,53697.25942276,25.3296,25.59645,25.3266,24.24278,20.80888,8658195603559023441,0.6089499
12.2009479865247,-0.773282979144152,52552.3447596,25.28044,20.81942,19.4774,18.91669,18.54881,8658466190789378199,0.01242849
12.206108013521,-0.7586259729687,52522.3488462,20.77149,26.61319,26.49026,25.61375,23.49777,8658466040448876755,1.266932
12.2009551314911,-0.773276721006484,53697.25942276,23.4093,20.82343,19.56281,18.94324,18.56207,8658195603559022725,0.0128927
12.1935953131215,-0.770026417860125,53705.24519446,22.36405,22.44154,21.45668,20.92994,20.27288,8658195728113074501,0.06804118
12.2064375340567,-0.781916018959085,52577.2404147,21.99395,24.90368,25.14695,24.35318,23.2566,8658185033639657729,0.6948707
12.1929709871556,-0.770301298870896,52931.254564,24.2592,23.01949,21.93672,22.63973,22.11188,8658188289225064923,0.3464409
12.1935698307779,-0.770054747954399,53622.35405081,21.98032,22.02736,20.88699,20.25715,19.66144,8658194259230916916,0.08053238
12.1935394309562,-0.770043327388726,53655.28089453,21.80992,21.48588,20.97558,20.45067,19.84148,8658194821877203265,0.09585865
12.2009703381463,-0.766975755220023,54387.3572933,23.43179,22.78411,21.60547,21.28131,21.53918,8658200594310955473,0.1390366
12.1936100112037,-0.769990182368512,52931.254564,22.45903,22.19559,21.57642,20.66998,20.26342,8658188289225064922,0.06672611
12.1935608403401,-0.769985256623999,54417.26530361,22.97959,22.34869,21.44369,20.86339,20.27678,8658201028077093243,0.06907524
12.2026170613552,-0.761049086324704,54413.26320611,22.65706,22.1055,21.17337,20.85958,20.25711,8658200972268863943,0.09401943
12.1935582478812,-0.769936384244097,54422.2681472901,22.08778,21.54859,20.74792,20.28629,19.62896,8658201092527423866,0.09569816
12.193545642932,-0.769969676020551,53638.34492638,23.36128,23.50145,22.19111,21.24381,20.63752,8658194495439241561,0.07623465
12.2009515026485,-0.773287171632593,53681.30236995,23.08015,20.99696,20.37796,19.21663,18.6589,8658195350154772595,0.01618552
12.1950579753499,-0.7642463318265,53655.28089453,24.02864,21.82949,20.66112,19.93358,19.4496,8658194821877203269,0.04889685
12.196575416459,-0.762966247751122,54407.26771017,24.36769,26.72337,22.91561,23.49326,20.20769,8658200882074026590,1.2109
12.1934979462131,-0.770015017534378,54035.3590313599,22.817,21.722,21.10448,20.39151,19.734,8658198206296162538,0.08572254
12.195114244268,-0.764319095531536,52931.254564,25.05028,22.18964,20.62178,19.98185,19.48681,8658188289225064927,0.04224824
12.2009348573402,-0.773310290037764,53700.25832294,23.13126,20.91224,19.50191,18.92407,18.59161,8658195646510792817,0.01484676
12.1978754122499,-0.757398165258332,54417.26530361,23.59885,25.36457,25.30265,22.51,23.00378,8658201028077093728,0.2333498
12.1932192765303,-0.778415825370105,53697.25942276,24.57985,23.73566,23.24648,21.80608,22.38543,8658195603559023350,0.1762341
12.19321383146,-0.77841306056897,54417.26530361,24.06814,23.19499,22.68653,21.7673,23.07278,8658201028077093864,0.2104065
12.2026312127832,-0.761020837852491,54411.22267658,23.13341,22.6395,21.44,20.91502,20.98161,8658200933607342626,0.06044029
12.1931255242995,-0.770207275378614,54407.26771017,22.59668,22.01069,21.05177,20.57034,20.06766,8658200882074026341,0.1009413
12.2005214482981,-0.762470597728279,53685.2613568291,25.6504,26.10384,25.89877,24.65931,20.12572,8658195423170462146,1.367039
12.1892442292171,-0.767160666182846,53685.2613568291,24.83256,22.01271,25.70107,22.99815,20.26134,8658195423170462145,0.7502991
12.2026332413965,-0.761036996227274,53705.24519446,24.85866,22.40563,21.49603,20.89352,20.4984,8658195728113074525,0.06834159
12.1929961485781,-0.770294343526004,53638.34492638,22.64934,21.789,21.2458,21.06931,21.17605,8658194495439241562,0.1363578
12.2037703717839,-0.770976786063384,53697.25942276,25.40774,24.53994,22.633,24.17574,23.29377,8658195603559023194,0.6040726
12.1929464735663,-0.775860054769703,54418.26328923,22.36126,27.21254,22.73492,20.53165,19.59715,8658201040988996452,0.1892146
12.1935082947644,-0.769958204520339,53685.2613568291,22.19729,22.04403,21.55262,20.55334,19.72817,8658195423170462091,0.1199093
12.1929189746012,-0.770206785639468,53705.24519446,23.40664,22.34188,22.30002,22.23648,22.09052,8658195728113074502,0.2093871
12.1929020945998,-0.770281092565128,52558.3530531,23.52558,22.58555,21.65258,22.0443,22.14235,8658184836068999559,0.2219734
12.1928942841045,-0.770333665438059,54417.26530361,23.65115,22.13108,21.82141,21.91346,21.75036,8658201028077093244,0.2364893
12.1950641278262,-0.76427131702752,53700.25832294,22.62505,22.30439,20.66443,20.06977,19.8782,8658195646510793049,0.04898227
12.1951416579855,-0.764211089404475,53685.2613568291,26.64527,23.22922,20.84205,20.23654,19.73368,8658195423170461967,0.08117925
12.2026456578157,-0.761052877116,54422.2681472901,22.48233,22.26022,21.62454,21.08134,23.00881,8658201092527423871,0.1085537
12.1915322068746,-0.762399176536597,53638.34492638,22.16706,20.50308,19.12887,18.45049,18.13469,8658194495439241280,0.009638251
12.191546046558,-0.76240996151744,54407.26771017,25.80065,20.44971,19.15611,18.42035,17.97998,8658200882074026338,0.0150357
12.2026559045284,-0.760953539545955,52931.254564,24.18618,22.59607,21.4281,20.96411,20.32917,8658188289225064941,0.07769342
12.2057539502227,-0.775621828612748,53638.34492638,23.91261,21.20085,19.82806,19.52447,19.1513,8658194495439241581,0.03943033
12.1915345778371,-0.76242641044584,54062.27072671,23.69435,20.56817,19.15251,18.43498,18.00484,8658198614331359354,0.01163749
12.200964804559,-0.773284037567514,54012.28377853,23.15599,20.52515,19.39213,18.82663,18.46358,8658197914252673105,0.01520415
12.2026563867357,-0.76106736901562,53622.35405081,22.98751,22.38416,21.17594,20.97077,20.7364,8658194259230917121,0.1252194
12.2009644525732,-0.767023838008566,54012.28377853,22.75011,22.04375,21.70654,21.29832,21.37866,8658197914252673409,0.1342238
12.1915468370276,-0.762408830231022,54012.28377853,25.20175,20.50325,19.13641,18.44686,18.00548,8658197914252673101,0.01153807
12.2026459837214,-0.761012539571986,52577.2404147,24.24533,22.33066,21.38529,20.79692,20.48929,8658185033639658025,0.08212075
12.1924252408985,-0.769435570743247,54012.28377853,24.90739,25.82354,25.9074,25.65393,19.63974,8658197914252673396,0.4818326
12.2009609358689,-0.773306056435433,51819.3878788,22.72677,20.68526,19.45369,18.85906,18.48547,8658177822391140461,0.01337906
12.2039995096982,-0.767178828512379,54413.26320611,24.75288,25.45972,23.93034,23.82936,20.36438,8658200972268864225,0.8196267
12.1984912847757,-0.778297083340572,51819.3878788,25.49334,24.13463,26.24288,24.95945,19.84437,8658177822391141117,0.9840294
12.2057453577934,-0.775677976890959,54012.28377853,22.17633,21.17933,20.07487,19.59269,19.05016,8658197914252673415,0.05227455
12.2026335120698,-0.76100825005969,54012.28377853,22.74183,22.71766,21.97348,21.29309,20.63926,8658197914252673410,0.1071
12.1930056264818,-0.778453178241027,52558.3530531,23.58258,23.47463,23.05366,21.28385,22.02352,8658184836068999974,0.1531416
12.2043847246046,-0.78302335158325,52931.254564,25.92618,25.9426,26.39094,25.85453,19.89521,8658188289225065297,0.5914651
12.2009758994938,-0.766952185606618,52558.3530531,22.69702,22.42323,21.52826,21.45941,20.83947,8658184836068999575,0.1387793
12.1915151488997,-0.762426327248577,54061.27686853,26.26168,20.52626,19.13473,18.45553,18.04772,8658198597387092050,0.01211743
12.2056691759068,-0.763958935721138,53664.30609404,24.30425,26.79531,25.93944,22.93652,19.221,8658194997966209508,1.037955
12.2010221227604,-0.766983408570483,53638.34492638,22.81461,22.75658,21.9359,21.58202,21.32576,8658194495439241575,0.09524173
12.1914348217189,-0.769640817343161,54422.2681472901,23.1146,23.71609,24.26674,24.69714,20.20864,8658201092527424100,0.9290429
12.2057115923817,-0.775724504033135,54061.27686853,25.99115,21.63049,20.12774,19.86153,19.14426,8658198597387092207,0.0521485
12.2057239534599,-0.775654485004441,54418.26328923,22.24322,21.35446,20.15421,19.6596,19.55223,8658201040988996150,0.03821519
12.2009534040742,-0.773296871264054,54062.27072671,23.12711,20.82674,19.48232,18.86827,18.53095,8658198614331359355,0.01578669
12.193141090595,-0.778482111975446,53671.34988267,23.78609,24.17887,22.50172,21.8843,22.58863,8658195135395922710,0.1554651
12.2026284794134,-0.760989251529825,53671.34988267,22.22296,22.19531,21.0208,20.70373,20.3376,8658195135395922434,0.08443029
12.2026268657288,-0.761029437743649,53638.34492638,22.70914,23.28412,21.57947,21.07433,20.51214,8658194495439241864,0.06894992
12.1977782298905,-0.779666222665349,54012.28377853,23.47268,30.89797,19.3871,21.09348,25.04013,8658197914252673818,4.442902
12.1855303327136,-0.778042283020413,53638.34492638,22.10729,23.91898,22.07454,22.51019,21.57825,8658194495439241831,0.3084288
12.2026181501015,-0.760994268127425,51819.3878788,21.98228,22.48105,21.12451,20.9162,20.24054,8658177822391140570,0.09668271
12.1995424621414,-0.779213566013363,54417.26530361,23.8106,25.38486,24.74405,25.16973,20.66722,8658201028077093816,0.4980955
12.1855815487959,-0.778089287716584,53697.25942276,21.98064,22.16386,21.56342,20.97464,21.35147,8658195603559023343,0.1810807
12.2010068455032,-0.766963698498584,53705.24519446,23.29586,22.91599,22.09515,21.70472,21.42949,8658195728113074524,0.1071761
12.2026119579725,-0.761018674267768,53681.30236995,24.64403,23.08421,22.47015,21.36354,20.78452,8658195350154772828,0.09491822
12.1847324825771,-0.760993235451519,52577.2404147,23.71869,24.25879,22.37091,21.63626,21.03898,8658185033639658203,0.153577
12.1935796750397,-0.770070545654227,54062.27072671,21.96006,21.52156,20.83744,20.17756,19.61027,8658198614331359491,0.08461984
12.1854434605292,-0.77804717142635,54411.22267658,25.59888,22.20765,21.76418,21.59175,22.08204,8658200933607342571,0.1849352
12.1854347887574,-0.777808622793235,53681.30236995,22.07715,22.201,25.34381,22.06359,23.643,8658195350154772797,0.322254
12.1847003339552,-0.761025851090407,52963.1747175,24.50541,23.77483,22.38359,21.61322,21.62156,8658188594152014668,0.1078727
12.1854269980558,-0.777962701052386,51819.3874643,22.64823,23.03287,21.86489,21.62309,21.63328,8658177822391075500,0.1825051
12.1935888992366,-0.770017986525896,54012.28377853,20.6386,21.78072,20.66742,20.30979,19.40071,8658197914252673395,0.101681
12.2057556779948,-0.775641704960938,54424.20414969,26.53292,21.24621,20.01839,19.71684,19.22686,8658201135446032577,0.05574248
12.2026005872803,-0.761005527602965,54402.35060977,22.31839,23.2733,21.26417,20.86412,20.12163,8658200783287615707,0.110908
